,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Dmitri Kharine\48a7d00f,xc CIS,GB,24,40,40,3600,40.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Clarke\eb327112,sct SCO,DF,29,39,39,3455,38.4,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matchs
Gavin Peacock\a3faaf35,eng ENG,ATMT,25,37,37,3190,35.4,8,5,8,0,0,2,0,0.23,0.14,0.37,0.23,0.37,Matchs
Frank Sinclair\02942593,jm JAM,DF,21,35,35,3150,35.0,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,Matchs
Dennis Wise\e718c23d,eng ENG,MT,26,35,35,2990,33.2,4,9,3,1,2,2,1,0.12,0.27,0.39,0.09,0.36,Matchs
Eddie Newton\c5e71e43,eng ENG,MT,21,36,33,3028,33.6,0,4,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matchs
Jakob Kjeldbjerg\10ea8f3b,dk DEN,DF,23,29,29,2610,29.0,1,1,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matchs
Erland Johnsen\14735b09,no NOR,DFMT,26,28,27,2493,27.7,1,1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,Matchs
Mal Donaghy\16397886,nir NIR,DF,35,28,24,2093,23.3,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matchs
Craig Burley\718a4c38,sct SCO,MT,21,23,20,1839,20.4,3,3,3,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matchs
Neil Shipperley\82dabdf3,eng ENG,AT,18,24,18,1642,18.2,4,1,4,0,0,0,0,0.22,0.05,0.27,0.22,0.27,Matchs
Mark Stein\c72afccf,eng ENG,AT,27,18,18,1616,18.0,13,4,11,2,3,0,0,0.72,0.22,0.95,0.61,0.84,Matchs
Glenn Hoddle\231f7c03,eng ENG,MT,35,19,16,1508,16.8,1,2,1,0,0,0,0,0.06,0.12,0.18,0.06,0.18,Matchs
Tony Cascarino\a0d2673d,ie IRL,AT,30,20,16,1370,15.2,4,1,4,0,0,0,0,0.26,0.07,0.33,0.26,0.33,Matchs
John Spencer\81922efe,sct SCO,AT,22,19,13,1233,13.7,5,1,5,0,0,2,0,0.36,0.07,0.44,0.36,0.44,Matchs
David Hopkin\f411e76b,sct SCO,MT,22,21,12,1116,12.4,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matchs
Andy Dow\47950b10,sct SCO,DF,20,13,12,1044,11.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Darren Barnard\85edbb30,wls WAL,DFMT,21,12,9,779,8.7,1,2,1,0,0,0,0,0.12,0.23,0.35,0.12,0.35,Matchs
Robert Fleck\ce632461,sct SCO,AT,27,9,7,615,6.8,1,1,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matchs
Andy Myers\e5b54539,eng ENG,DF,19,6,6,457,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nigel Spackman\b6f521e0,eng ENG,MT,32,9,5,545,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
David Lee\724e2a7d,eng ENG,DF,23,7,3,364,4.0,1,0,1,0,0,0,1,0.25,0.00,0.25,0.25,0.25,Matchs
Gareth Hall\283329e8,wls WAL,DF,24,7,3,312,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kevin Hitchcock\ee2a3876,,GB,30,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Duberry\db61b520,eng ENG,DF,17,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,25.7,42,481,,,51,28,48,3,5,27,2,1.21,0.67,1.88,1.14,1.81,
Total adversaire,,,26.7,42,,,,,,,,,,,,,,,,
