-- League --	--- FA Cup ---	---- Other ----

1930/31
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BERESFORD, Joe 	Inside Forward	28	14	0	2	0	0	0	0	0
										
BIDDLESTONE, Fred 	Goalkeeper	14	0	0	0	0	0	0	0	0
										
BOWEN, Teddy 	Full Back	26	0	0	0	0	0	0	0	0
										
BROWN, George 	Centre Forward	16	5	0	1	1	0	0	0	0
										
CHESTER, Reg 	Winger	8	3	0	0	0	0	0	0	0
										
FARRELL, Frank 	Central Defender	0	0	0	0	0	0	0	0	0
										
GIBSON, Jimmy 	Wing Half	39	2	0	2	0	0	0	0	0
										
HOUGHTON, Eric 	Winger	41	30	9	2	0	0	0	0	0
										
KINGDON, Billy 	Wing Half	2	0	0	0	0	0	0	0	0
										
MAGGS, Percy 	Goalkeeper	12	0	0	2	0	0	0	0	0
										
MANDLEY, Jack 	Winger	32	8	0	2	0	0	0	0	0
										
MILES, Reg 	Goalkeeper	16	0	0	0	0	0	0	0	0
										
MORT, Tommy 	Full Back	35	0	0	2	0	0	0	0	0
										
SMALL, Thomas 	Winger	0	0	0	0	0	0	0	0	0
										
SMART, Tommy 	Full Back	23	0	0	2	0	0	0	0	0
										
TALBOT, Alec 	Central Defender	42	1	0	2	0	0	0	0	0
										
TATE, Joe 	Wing Half	42	1	0	2	0	0	0	0	0
										
WALKER, Billy 	Inside Forward	42	15	0	2	1	0	0	0	0
										
WARING, Tom 'Pongo' 	Centre Forward	39	49	0	1	1	0	0	0	0
										
WOOD, Tommy 	Inside Forward	1	0	0	0	0	0	0	0	0
										
YORK, Dicky 	Winger	4	0	0	0	0	0	0	0	0
