Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BAILLIE, Jim	Wing ",, , , , ,	
,"BLACKBURN, George	Wing ",, , , , ,	
,"CASTLE, Fred	Centre ",, , , , , , , ,	
,"CURTIS, Ernie	Inside ",, , , , , , , ,	
,"DAVIES, Len	Inside ",, , , , , , , ,	
,"DAVIES,",, ,W,i,l,l,i,e,	,W,i,n,g,e,r,	
,"FARQUHARSON,",, ,T,o,m,	,G,o,a,l,k,e,e,p,e,r,	
,"FERGUSON, Hughie	Centre ",, , , , , , , ,	
,"HARDY, Billy	Wing ",, , , , ,	
,"HILLIER,",, ,J,o,e,	,G,o,a,l,k,e,e,p,e,r,	
,"IRVING, Sam	Wing ",, , , , ,	
,"JENNINGS, Jack	Full ",, , , , ,	
,"KEENOR, Fred	Central ",, , , , , , , , ,	
,"MATSON,",, ,F,r,a,n,k,	,W,i,n,g,e,r,	
,"MCLACHLAN,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"MILES, Alfie	Centre ",, , , , , , , ,	
,"MURPHY, Jerry	Inside ",, , , , , , , ,	
,"NELSON, Jimmy	Full ",, , , , ,	
,"POTTER SMITH, Thomas	Inside ",, , , , , , , ,	
,"RIDGWAY, John	Full ",, , , , ,	
,"SLOAN, Tom	Centre ",, , , , ,	
,"THIRLAWAY,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"WAKE, Harry	Wing ",, , , , ,	
,"WARREN,",, ,F,r,e,d,d,i,e,	,W,i,n,g,e,r,	
,"WATSON, Tommy	Full ",, , , , ,	
