,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Andrew Surman\7d41b619,eng ENG,MT,28,38,38,3420,38.0,0,3,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matchs
Simon Francis\1e0b6a73,eng ENG,DF,30,38,38,3387,37.6,0,4,0,0,0,5,1,0.00,0.11,0.11,0.00,0.11,Matchs
Charlie Daniels\9d107085,eng ENG,DF,28,37,37,3285,36.5,3,5,1,2,2,2,0,0.08,0.14,0.22,0.03,0.16,Matchs
Steve Cook\3e5e4e63,eng ENG,DF,24,36,36,3195,35.5,4,0,4,0,0,5,0,0.11,0.00,0.11,0.11,0.11,Matchs
Matt Ritchie\71ef519e,sct SCO,MT,25,37,33,2973,33.0,4,6,4,0,0,5,0,0.12,0.18,0.30,0.12,0.30,Matchs
Artur Boruc\34ccf6fa,pl POL,GB,35,32,32,2880,32.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dan Gosling\7fec31a0,eng ENG,MT,25,34,28,2444,27.2,3,1,3,0,0,6,0,0.11,0.04,0.15,0.11,0.15,Matchs
Joshua King\43458538,no NOR,ATMT,23,31,24,1913,21.3,6,2,6,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matchs
Adam Smith\20b104bc,eng ENG,DF,24,31,22,2100,23.3,2,0,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matchs
Harry Arter\2f4c5a52,ie IRL,MT,25,21,21,1661,18.5,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,Matchs
Junior Stanislas\6992791d,eng ENG,MT,25,21,17,1435,15.9,3,2,3,0,0,1,0,0.19,0.13,0.31,0.19,0.31,Matchs
Marc Pugh\9aacb284,eng ENG,MT,28,26,15,1337,14.9,3,2,3,0,0,1,0,0.20,0.13,0.34,0.20,0.34,Matchs
Benik Afobe\b63f4077,cd COD,AT,22,15,12,930,10.3,4,0,4,0,0,0,0,0.39,0.00,0.39,0.39,0.39,Matchs
Tommy Elphick\14caf5c9,eng ENG,DF,27,12,11,1013,11.3,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matchs
Max Gradel\c5a500ca,ci CIV,MT,27,14,11,891,9.9,1,2,1,0,0,1,0,0.10,0.20,0.30,0.10,0.30,Matchs
Sylvain Distin\002d06bb,fr FRA,DF,37,12,9,843,9.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Callum Wilson\c596fcb0,eng ENG,ATMT,23,13,9,771,8.6,5,0,4,1,1,0,0,0.58,0.00,0.58,0.47,0.47,Matchs
Eunan O'Kane\b7f8b1fc,ie IRL,MT,25,16,6,756,8.4,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matchs
Glenn Murray\f2f29dda,eng ENG,AT,31,19,6,676,7.5,3,0,3,0,1,2,0,0.40,0.00,0.40,0.40,0.40,Matchs
Adam Federici\e5ea8be7,au AUS,GB,30,6,6,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lewis Grabban\1a857282,eng ENG,AT,27,15,4,577,6.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lee Tomlin\ef1739b9,eng ENG,MT,26,6,3,290,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Yann Kermorgant\0172d6cc,fr FRA,AT,33,7,0,130,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Juan Iturbe\2c0fbaf5,py PAR,ATMT,22,2,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ryan Allsop\af615123,eng ENG,GB,23,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Tokelo Rantie\7ef25942,za RSA,AT,24,3,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Shaun MacDonald\fdcff59c,wls WAL,MT,27,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Tyrone Mings\8397a50c,eng ENG,DF,22,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Joe Bennett\dc936144,eng ENG,DFMT,25,0,0,,,,,,,,,,,,,,,Matchs
Matt Butcher\b170cfa2,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,Matchs
Baily Cargill\6dbe8f69,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,Matchs
Jordan Holmes\5aab459c,au AUS,GB,18,0,0,,,,,,,,,,,,,,,Matchs
Corey Jordan\b85d8979,eng ENG,DF,16,0,0,,,,,,,,,,,,,,,Matchs
Rhoys Wiggins\4c4166ca,wls WAL,DF,27,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.7,38,418,3420,38.0,43,28,40,3,4,0,0,1.13,0.74,1.87,1.05,1.79,
Total adversaire,,,26.7,38,418,3420,38.0,67,47,63,4,6,56,5,1.76,1.24,3.00,1.66,2.89,
