,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Heurelho Gomes\d596e193,br BRA,GB,34,38,38,3396,37.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Troy Deeney\82e34b69,eng ENG,ATMT,27,38,36,3291,36.6,13,7,7,6,7,6,0,0.36,0.19,0.55,0.19,0.38,Matchs
Odion Ighalo\03622183,ng NGA,ATMT,26,37,36,3146,35.0,15,3,15,0,0,4,0,0.43,0.09,0.51,0.43,0.51,Matchs
Craig Cathcart\89e4b358,nir NIR,DF,26,35,34,3034,33.7,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matchs
Étienne Capoue\5acc4a10,fr FRA,MT,27,33,33,2814,31.3,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matchs
Ben Watson\df540668,eng ENG,MT,30,35,31,2816,31.3,2,0,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matchs
Allan Nyom\97572117,cm CMR,DF,27,32,29,2469,27.4,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matchs
José Manuel Jurado\71d4e271,es ESP,MT,29,27,27,2007,22.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matchs
Almen Abdi\8d425d84,ch SUI,MT,28,32,25,1974,21.9,2,0,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matchs
Miguel Britos\356a9a62,uy URU,DF,30,24,24,2073,23.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nathan Aké\eaeca114,nl NED,DF,20,24,20,1875,20.8,1,0,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matchs
Sebastian Prödl\f5e6d08d,at AUT,DF,28,21,19,1778,19.8,2,0,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,Matchs
Ikechi Anya\c55e973d,sct SCO,MTDF,27,28,17,1686,18.7,0,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matchs
Valon Behrami\d3d758d8,ch SUI,MT,30,21,14,1279,14.2,0,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,Matchs
José Holebas\12aa7661,gr GRE,DF,31,11,11,945,10.5,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matchs
Mario Suárez\7106f0a0,es ESP,MT,28,15,8,749,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Juan Carlos Paredes\5d8c6afd,ec ECU,DFMT,28,17,7,771,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nordin Amrabat\7c2a398c,ma MAR,MTAT,28,12,4,506,5.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matchs
Adlène Guedioura\f75825e3,dz ALG,MT,29,18,3,430,4.8,0,2,0,0,0,2,0,0.00,0.42,0.42,0.00,0.42,Matchs
Miguel Layún\ad6295d4,mx MEX,MTDF,27,3,2,131,1.5,1,0,1,0,0,0,0,0.69,0.00,0.69,0.69,0.69,Matchs
Steven Berghuis\713c144a,nl NED,ATMT,23,9,0,231,2.6,0,2,0,0,0,2,0,0.00,0.78,0.78,0.00,0.78,Matchs
Víctor Ibarbo\552d1e41,co COL,ATMT,25,4,0,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Alessandro Diamanti\cb5af1af,it ITA,ATMT,32,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Giedrius Arlauskis\1858bbf7,lt LTU,GB,27,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Obbi Oulare\9e49c320,be BEL,AT,19,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gabriele Angella\0c971997,it ITA,DF,26,0,0,,,,,,,,,,,,,,,Matchs
Lloyd Dyer\4181c53d,eng ENG,MT,32,0,0,,,,,,,,,,,,,,,Matchs
Fernando Forestieri\d60c26fc,it ITA,ATMT,25,0,0,,,,,,,,,,,,,,,Matchs
Rene Gilmartin\f1b7c957,ie IRL,GB,28,0,0,,,,,,,,,,,,,,,Matchs
Tommie Hoban\45045170,ie IRL,DF,21,0,0,,,,,,,,,,,,,,,Matchs
Costel Pantilimon\d24e154c,ro ROU,GB,28,0,0,,,,,,,,,,,,,,,Matchs
Daniel Pudil\271ec577,cz CZE,DFAT,29,0,0,,,,,,,,,,,,,,,Matchs
Matěj Vydra\0d4ceb32,cz CZE,ATMT,23,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,28.2,38,418,3420,38.0,38,18,32,6,7,0,0,1.00,0.47,1.47,0.84,1.32,
Total adversaire,,,26.7,38,418,3420,38.0,48,36,44,4,7,46,3,1.26,0.95,2.21,1.16,2.11,
