-- League --	--- FA Cup ---	---- Other ----

1976/77
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BARNES, Peter 	Winger	16+5	2	0	0	0	0	2	0	0
										
BOOTH, Tommy 	Central Defender	14+1	1	0	0	0	0	1+1	0	0
										
CASSIDY, Andy 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
CLEMENTS, Kenny 	Central Defender	35	0	0	4	0	0	0	0	0
										
CONWAY, Jim 	Winger	11+2	1	0	1	0	0	2	0	0
										
CORRIGAN, Joe 	Goalkeeper	42	0	0	4	0	0	3	0	0
										
DOCHERTY, Mike 	Full Back	7	0	0	0	0	0	3	0	0
										
DONACHIE, Willie 	Full Back	42	0	0	4	0	0	3	0	0
										
DOYLE, Mike 	Central Defender	33	1	0	4	0	0	3	0	0
										
HALFORD, Carl 	Midfielder	0	0	0	0	0	0	0	0	0
										
HARTFORD, Asa 	Midfielder	40	4	0	4	0	0	3	0	0
										
HENRY, Tony 	Midfielder	0+2	0	0	0	0	0	0	0	0
										
KEEGAN, Ged 	Midfielder	8	0	0	0	0	0	1	0	0
										
KIDD, Brian 	Forward	39	21	0	4	1	0	2	1	0
										
LESTER, Mike 	Midfielder	0+1	0	0	0	0	0	0+1	0	0
										
OWEN, Gary 	Midfielder	30+1	1	0	3	1	0	0	0	0
										
POWER, Paul 	Midfielder	27+2	2	0	4	0	0	1+1	0	0
										
ROYLE, Joe 	Forward	39	7	0	4	2	0	3	0	0
										
TUEART, Dennis 	Winger	38	18	3	4	0	0	3	0	0
										
WATSON, Dave 	Central Defender	41	2	0	4	0	0	3	0	0
