-- League --	--- FA Cup ---	---- Other ----

1976/77
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ARNOTT, Kevin 	Midfielder	19+1	3	0	0+1	0	0	0	0	0
										
ASHURST, Jackie 	Central Defender	30+1	0	0	2	0	0	2	0	0
										
BOLTON, Joe 	Full Back	42	1	0	2	0	0	4	0	0
										
BROWN, Alan 	Forward	5+6	0	0	1	0	0	0	0	0
										
CASSIDY, Andy 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
CLARKE, Jeff 	Central Defender	27	0	0	2	0	0	4	0	0
										
COADY, Mike 	Full Back	1+1	0	0	0	0	0	0	0	0
										
COLLINS, Doug 	Midfielder	2+1	0	0	0	0	0	0	0	0
										
DOCHERTY, Mike 	Full Back	20	0	0	0	0	0	0	0	0
										
ELLIOTT, Shaun 	Central Defender	19	1	0	1	0	0	0	0	0
										
FOGGON, Alan 	Winger	7+1	0	0	0	0	0	2	0	0
										
GIBB, Tommy 	Midfielder	2+2	0	0	0	0	0	0	0	0
										
GILBERT, Tim 	Full Back	0+1	0	0	0	0	0	0	0	0
										
GRATTAN, Jimmy 	Forward	0	0	0	0	0	0	0	0	0
										
GREENWOOD, Roy 	Winger	14+2	1	0	0	0	0	2	0	0
										
HENDERSON, Mick 	Full Back	8+1	0	0	1+1	0	0	0	0	0
										
HOLDEN, Mel 	Forward	24	9	0	2	1	0	1	0	0
										
HOLTON, Jim 	Central Defender	15	0	0	2	1	0	2	0	0
										
HUGHES, Billy 	Forward	18+1	3	1	1	0	0	4	2	0
										
KERR, Bobby 	Midfielder	28+3	2	0	2	0	0	2	0	0
										
LEE, Bob 	Forward	32+1	13	0	1	0	0	0	0	0
										
LONGHORN, Dennis 	Midfielder	2	0	0	0	0	0	0	0	0
										
MALONE, Dick 	Full Back	9	0	0	0	0	0	3	0	0
										
MONCUR, Bobby 	Central Defender	5	0	0	0	0	0	1	0	0
										
MONTGOMERY, Jim 	Goalkeeper	6	0	0	0	0	0	4	0	0
										
ROBSON, Bryan 'Pop' 	Forward	8	2	0	0	0	0	4	1	0
										
ROWELL, Gary 	Winger	27+5	5	0	2	0	0	1+1	0	0
										
SIDDALL, Barry 	Goalkeeper	34	0	0	2	0	0	0	0	0
										
SWINBURNE, Trevor 	Goalkeeper	2	0	0	0	0	0	0	0	0
										
TAYLOR, Roy 	Midfielder	0	0	0	0	0	0	0	0	0
										
TOWERS, Tony 	Midfielder	25	4	3	0	0	0	4	2	1
										
TRAIN, Ray 	Midfielder	19+1	1	0	1	0	0	4	2	0
										
WALDRON, Colin 	Central Defender	12	1	0	0	0	0	0	0	0
