,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
James Milner\2f90f6b8,eng ENG,MTDF,34,26,11,1070,11.9,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,1.2,1.7,0.04,0.10,0.14,0.04,0.14,Matchs
Ozan Kabak\2d61d13a,tr TUR,DF,20,9,9,801,8.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matchs
Joël Matip\b217ef29,cm CMR,DF,28,10,9,691,7.7,1,2,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,1.7,0.08,0.14,0.22,0.08,0.22,Matchs
Rhys Williams\012c975a,eng ENG,DF,19,9,7,661,7.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.07,0.05,0.13,0.07,0.13,Matchs
Naby Keïta\f25c8e3a,gn GUI,MT,25,10,7,520,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.09,0.14,0.23,0.09,0.23,Matchs
Joe Gomez\7a11550b,eng ENG,DF,23,7,6,590,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Xherdan Shaqiri\6421ec64,ch SUI,MTAT,28,14,5,556,6.2,0,2,0,0,0,2,0,0.00,0.32,0.32,0.00,0.32,0.4,0.4,3.0,3.4,0.06,0.49,0.55,0.06,0.55,Matchs
Virgil van Dijk\e06683ca,nl NED,DF,29,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matchs
Adrián\f76e6b4e,es ESP,GB,33,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Neco Williams\dd323728,wls WAL,DF,19,6,3,249,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.10,0.13,0.03,0.13,Matchs
Takumi Minamino\f833a830,jp JPN,MTAT,25,9,2,293,3.3,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.0,0.7,0.20,0.00,0.20,0.20,0.20,Matchs
Alex Oxlade-Chamberlain\38c7feef,eng ENG,ATMT,26,13,2,253,2.8,1,1,1,0,0,0,0,0.36,0.36,0.71,0.36,0.71,0.4,0.4,0.2,0.6,0.13,0.08,0.21,0.13,0.21,Matchs
Divock Origi\43a166b4,be BEL,AT,25,9,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.47,0.11,0.58,0.47,0.58,Matchs
Caoimhín Kelleher\62d7ef38,ie IRL,GB,21,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Kostas Tsimikas\f315ca93,gr GRE,DFAT,24,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jake Cain\a33ce8e2,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Leighton Clarkson\d5dafedb,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ben Davies\c9009a1f,eng ENG,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Liam Hughes\54ae11f8,nir NIR,GB,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Billy Koumetio\866c67e9,fr FRA,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jakub Ojrzynski\94e5390a,pl POL,GB,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ben Woodburn\8aadeaef,wls WAL,ATMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.8,38,418,3420,38.0,65,43,59,6,6,40,0,1.71,1.13,2.84,1.55,2.68,72.6,68.1,50.0,118.1,1.91,1.32,3.23,1.79,3.11,
Total adversaire,,,26.6,38,418,3420,38.0,42,29,38,4,8,56,2,1.11,0.76,1.87,1.00,1.76,45.3,39.3,29.7,69.1,1.19,0.78,1.97,1.04,1.82,
