,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Rodrigo\1fb1c435,es ESP,MTAT,29,26,14,1288,14.3,7,2,7,0,0,3,0,0.49,0.14,0.63,0.49,0.63,6.3,6.3,2.4,8.6,0.44,0.17,0.60,0.44,0.60,Matchs
Diego Llorente\bba30585,es ESP,DF,26,15,14,1204,13.4,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.6,1.4,0.06,0.05,0.10,0.06,0.10,Matchs
Hélder Costa\f13d02a6,ao ANG,MTAT,26,22,13,1156,12.8,3,3,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23,Matchs
Robin Koch\ea6bc03a,de GER,DFMT,24,17,13,1132,12.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.06,0.01,0.08,0.06,0.08,Matchs
Jamie Shackleton\8d03ca5a,eng ENG,MTDF,20,13,3,461,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,Matchs
Pablo Hernández\c0398aca,es ESP,MTAT,35,16,3,427,4.7,0,2,0,0,0,1,0,0.00,0.42,0.42,0.00,0.42,1.2,1.2,0.7,1.8,0.25,0.14,0.39,0.25,0.39,Matchs
Kiko Casilla\58bc7d18,es ESP,GB,33,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Gaetano Berardi\5348aada,ch SUI,DF,31,2,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matchs
Ian Carlo Poveda\55b4f1d6,eng ENG,MTDF,20,14,0,355,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.09,0.21,0.30,0.09,0.30,Matchs
Niall Huggins\6d646ff7,wls WAL,DF,19,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Leif Davis\8574c61f,eng ENG,DF,20,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Mateusz Bogusz\a2c1d8c2,pl POL,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Elia Caprile\97d7afbd,it ITA,GB,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Oliver Casey\2d82641c,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Charlie Cresswell\4654e5f5,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Cody Drameh\e0d1510a,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Joe Gelhardt\01962d0d,eng ENG,AT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Sam Greenwood\f3354c07,eng ENG,AT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jack Jenkins\3d46127c,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Crysencio Summerville\df04eb4b,nl NED,ATMT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.1,38,418,3420,38.0,60,45,56,4,4,61,1,1.58,1.18,2.76,1.47,2.66,57.5,54.5,42.5,97.0,1.51,1.12,2.63,1.43,2.55,
Total adversaire,,,26.5,38,418,3420,38.0,52,36,44,8,9,49,2,1.37,0.95,2.32,1.16,2.11,62.9,56.0,41.6,97.6,1.66,1.10,2.75,1.47,2.57,
