,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Stuart Dallas\67ca8566,nir NIR,DFMT,29,38,38,3409,37.9,8,2,8,0,0,7,0,0.21,0.05,0.26,0.21,0.26,4.6,4.6,2.1,6.7,0.12,0.05,0.18,0.12,0.18,Matchs
Luke Ayling\420d7c7d,eng ENG,DF,28,38,38,3399,37.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,2.6,4.0,0.04,0.07,0.10,0.04,0.10,Matchs
Patrick Bamford\93feac6e,eng ENG,AT,26,38,37,3050,33.9,17,7,15,2,2,3,0,0.50,0.21,0.71,0.44,0.65,17.3,15.7,4.1,19.8,0.51,0.12,0.63,0.46,0.59,Matchs
Illan Meslier\6b625ac2,fr FRA,GB,20,35,35,3150,35.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
Jack Harrison\aa849a12,eng ENG,MT,23,36,34,2847,31.6,8,8,8,0,0,2,0,0.25,0.25,0.51,0.25,0.51,6.6,6.6,7.1,13.7,0.21,0.22,0.43,0.21,0.43,Matchs
Ezgjan Alioski\1a7fcf39,mk MKD,DF,28,36,29,2461,27.3,2,3,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,1.5,1.5,3.1,4.6,0.05,0.11,0.17,0.05,0.17,Matchs
Kalvin Phillips\4f565d77,eng ENG,MT,24,29,28,2428,27.0,1,2,1,0,0,10,0,0.04,0.07,0.11,0.04,0.11,0.4,0.4,3.8,4.1,0.01,0.14,0.15,0.01,0.15,Matchs
Mateusz Klich\282679b4,pl POL,MT,30,35,28,2393,26.6,4,5,2,2,2,6,0,0.15,0.19,0.34,0.08,0.26,3.3,1.8,3.9,5.7,0.13,0.15,0.27,0.07,0.22,Matchs
Raphael Dias Belloli\3423f250,br BRA,MT,23,30,26,2360,26.2,6,9,6,0,0,3,0,0.23,0.34,0.57,0.23,0.57,6.0,6.0,8.1,14.1,0.23,0.31,0.54,0.23,0.54,Matchs
Liam Cooper\dc64b8b3,sct SCO,DF,28,25,25,2185,24.3,1,0,1,0,0,4,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.05,0.00,0.05,0.05,0.05,Matchs
Pascal Struijk\f4d296e4,nl NED,DFMT,20,27,22,2075,23.1,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.10,0.01,0.11,0.10,0.11,Matchs
Tyler Roberts\6c17e046,wls WAL,MTAT,21,27,14,1340,14.9,1,2,1,0,0,3,0,0.07,0.13,0.20,0.07,0.20,2.1,2.1,1.8,3.8,0.14,0.12,0.26,0.14,0.26,Matchs
