,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Bernd Leno\2628fd2b,de GER,GB,28,35,35,3131,34.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Bukayo Saka\bc7dc64d,eng ENG,ATDF,18,32,30,2553,28.4,5,3,5,0,0,1,0,0.18,0.11,0.28,0.18,0.28,6.9,6.9,4.7,11.6,0.24,0.17,0.41,0.24,0.41,Matchs
Granit Xhaka\e61b8aee,ch SUI,MTDF,27,31,29,2522,28.0,1,2,1,0,0,7,1,0.04,0.07,0.11,0.04,0.11,0.8,0.8,1.6,2.4,0.03,0.06,0.09,0.03,0.09,Matchs
Rob Holding\d79a8c87,eng ENG,DF,24,30,28,2558,28.4,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.2,1.4,0.04,0.01,0.05,0.04,0.05,Matchs
Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,AT,31,29,26,2332,25.9,10,3,8,2,2,2,0,0.39,0.12,0.50,0.31,0.42,10.6,9.1,2.8,11.9,0.41,0.11,0.52,0.35,0.46,Matchs
Kieran Tierney\fce2302c,sct SCO,DF,23,27,26,2299,25.5,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17,Matchs
Héctor Bellerín\f874dd44,es ESP,DF,25,25,24,2089,23.2,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.4,3.2,0.04,0.10,0.14,0.04,0.14,Matchs
Gabriel Dos Santos\67ac5bb8,br BRA,DF,22,23,22,1996,22.2,2,0,2,0,0,4,1,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.1,1.1,0.05,0.00,0.05,0.05,0.05,Matchs
Alexandre Lacazette\9dbb75ca,fr FRA,AT,29,31,22,1923,21.4,13,2,10,3,3,3,0,0.61,0.09,0.70,0.47,0.56,9.7,7.4,2.7,10.1,0.46,0.13,0.58,0.35,0.47,Matchs
Thomas Partey\529f49ab,gh GHA,MT,27,24,18,1534,17.0,0,2,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,1.3,1.3,1.0,2.3,0.08,0.06,0.14,0.08,0.14,Matchs
Emile Smith Rowe\17695062,eng ENG,MTAT,20,20,18,1440,16.0,2,4,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,2.0,2.0,3.0,5.0,0.13,0.18,0.31,0.13,0.31,Matchs
Dani Ceballos\c0617e2b,es ESP,MT,23,25,17,1615,17.9,0,3,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,2.9,3.6,0.04,0.16,0.20,0.04,0.20,Matchs
Mohamed Elneny\47a34c4f,eg EGY,MT,28,23,17,1544,17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matchs
