,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
David Luiz\c0e27d1a,br BRA,DF,33,20,17,1396,15.5,1,0,1,0,0,1,1,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.4,1.3,0.06,0.03,0.09,0.06,0.09,Matchs
Nicolas Pépé\57e3f0c7,ci CIV,AT,25,29,16,1616,18.0,10,1,9,1,1,1,1,0.56,0.06,0.61,0.50,0.56,7.0,6.2,0.9,7.1,0.39,0.05,0.44,0.35,0.39,Matchs
Willian\8b9ebd03,br BRA,ATMT,31,25,16,1406,15.6,1,5,1,0,0,0,0,0.06,0.32,0.38,0.06,0.38,2.1,2.1,2.5,4.6,0.13,0.16,0.29,0.13,0.29,Matchs
Pablo Marí\aa54ec6f,es ESP,DF,26,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Martin Ødegaard\79300479,no NOR,MT,21,14,9,866,9.6,1,2,1,0,0,0,0,0.10,0.21,0.31,0.10,0.31,1.1,1.1,2.1,3.2,0.11,0.22,0.33,0.11,0.33,Matchs
Calum Chambers\dc6f5bdd,eng ENG,DF,25,10,8,753,8.4,0,2,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,1.1,1.7,0.07,0.14,0.21,0.07,0.21,Matchs
Cédric Soares\839c14e1,pt POR,DF,28,10,8,746,8.3,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.9,1.1,0.03,0.11,0.13,0.03,0.13,Matchs
Martinelli\48a5a5d6,br BRA,AT,19,14,7,589,6.5,2,1,2,0,0,0,0,0.31,0.15,0.46,0.31,0.46,3.4,3.4,2.1,5.5,0.53,0.32,0.85,0.53,0.85,Matchs
Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,22,11,5,490,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matchs
Eddie Nketiah\a53649b7,eng ENG,AT,21,17,4,423,4.7,2,1,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,2.4,2.4,0.8,3.3,0.52,0.18,0.70,0.52,0.70,Matchs
Mathew Ryan\4535e4bb,au AUS,GB,28,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Joe Willock\a3b03921,eng ENG,MT,20,7,2,238,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.17,0.02,0.18,0.17,0.18,Matchs
Sead Kolašinac\3935e52e,ba BIH,DF,27,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Reiss Nelson\c5bdb6e3,eng ENG,AT,20,2,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matchs
Shkodran Mustafi\3f2d59fe,de GER,DF,28,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Rúnar Alex Rúnarsson\8fa8f8d2,is ISL,GB,25,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Miguel Azeez\660e71be,eng ENG,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Matt Macey\136e7649,eng ENG,GB,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.9,38,418,3420,38.0,53,38,47,6,6,49,5,1.39,1.00,2.39,1.24,2.24,53.5,49.0,36.6,85.5,1.41,0.96,2.37,1.29,2.25,
Total adversaire,,,26.7,38,418,3420,38.0,35,25,33,2,3,74,2,0.92,0.66,1.58,0.87,1.53,44.3,42.1,29.9,71.9,1.17,0.79,1.95,1.11,1.89,
