,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Ki-Jana Hoever\9a71e978,nl NED,DF,18,12,5,577,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matchs
Vitinha\3b029691,pt POR,MT,20,19,5,520,5.8,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.6,0.6,0.7,1.3,0.10,0.12,0.22,0.10,0.22,Matchs
Morgan Gibbs-White\32f60ed8,eng ENG,MTAT,20,11,4,414,4.6,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,1.0,1.0,0.6,1.6,0.21,0.13,0.34,0.21,0.34,Matchs
Owen Otasowie\6956ff08,us USA,MTAT,19,6,2,187,2.1,0,1,0,0,0,1,0,0.00,0.48,0.48,0.00,0.48,0.6,0.6,0.1,0.7,0.27,0.07,0.34,0.27,0.34,Matchs
Rúben Vinagre\b937e490,pt POR,DF,21,2,1,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
John Ruddy\da8b19e2,eng ENG,GB,33,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Patrick Cutrone\a4fe8cda,it ITA,AT,22,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matchs
Oskar Buur\aa6f2f2c,dk DEN,DF,22,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Theo Corbeanu\25b82f9a,ca CAN,AT,18,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.90,0.90,0.00,0.90,Matchs
Hugo Bueno\bfc3b3a0,es ESP,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Luke Cundle\cc3b8e78,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Diogo Jota\178ae8f8,pt POR,ATMT,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Nigel Lonwijk\17be8dc3,nl NED,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Christian Marques\a7cf1541,ch SUI,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Taylor Perry\01ba3996,eng ENG,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Lewis Richards\ae0e6ba7,ie IRL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Meritan Shabani\012c38ec,al ALB,MT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Andreas Søndergaard\43f9b4ba,dk DEN,GB,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.3,38,418,3420,38.0,34,21,30,4,4,55,1,0.89,0.55,1.45,0.79,1.34,39.9,36.8,26.5,63.3,1.05,0.70,1.75,0.97,1.67,
Total adversaire,,,26.6,38,418,3420,38.0,49,34,42,7,8,62,6,1.29,0.89,2.18,1.11,2.00,45.8,39.8,30.2,69.9,1.21,0.79,2.00,1.05,1.84,
