	-- League --	--- FA Cup ---	---- Other ----

1980/81
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BUCHANAN, David 	Forward	6+1	1	0	1+1	1	0	0	0	0
										
BYRNE, Pat 	Midfielder	10+3	2	0	2	0	0	0	0	0
										
CARR, Everton 	Full Back	9	0	0	0	0	0	1	0	0
										
EDMUNDS, Paul 	Winger	1	0	0	0	0	0	0	0	0
										
FRIAR, Paul 	Full Back	15	0	0	1	0	0	0	0	0
										
GIBSON, Billy 	Full Back	20	0	0	1	0	0	2	0	0
										
GOODWIN, Mark 	Midfielder	13+6	0	0	0+1	0	0	2	0	0
										
GREWCOCK, Neil 	Winger	6+1	0	0	0	0	0	0+1	0	0
										
HAMILL, Stewart 	Winger	8	0	0	0	0	0	0	0	0
										
HART, Nigel 	Central Defender	0	0	0	0	0	0	0	0	0
										
HENDERSON, Martin 	Forward	16+6	3	0	1	1	0	1+1	0	0
										
LEET, Norman 	Full Back	1	0	0	0	0	0	0	0	0
										
LINEKER, Gary 	Forward	9	2	0	1	1	0	0	0	0
										
LYNEX, Steve 	Winger	12	5	2	0	0	0	0	0	0
										
MACDONALD, Kevin 	Midfielder	16+4	2	1	2	0	0	0	0	0
										
MAY, Larry 	Central Defender	34	0	0	2	0	0	2	0	0
										
MELROSE, Jim 	Forward	28+4	9	0	2+1	2	0	2	0	0
										
O'NEILL, John 	Central Defender	32	2	0	3	0	0	2	0	0
										
PEAKE, Andy 	Midfielder	24	1	0	2	0	0	2	0	0
										
RAMSEY, Paul 	Midfielder	1+2	0	0	0	0	0	0	0	0
										
SCOTT, Geoff 	Full Back	21	0	0	2	0	0	0	0	0
										
SMITH, Bobby 	Midfielder	17+2	1	0	1	0	0	1	0	0
										
WALLINGTON, Mark 	Goalkeeper	42	0	0	3	0	0	2	0	0
										
WARBURTON, Mark 	Full Back	0	0	0	0	0	0	0	0	0
										
WELSH, Peter 	Central Defender	3+4	0	0	0	0	0	0	0	0
										
WILLIAMS, Tommy 	Central Defender	42	4	0	3	0	0	1	0	0
										
WILSON, Ian 	Midfielder	40	1	0	3	0	0	2	0	0
										
YOUNG, Alan 	Forward	36+2	7	0	3	0	0	2	0	0
