-- League --	--- FA Cup ---	---- Other ----

1980/81
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BAILEY, John	Full Back	
										
BARTON, John	Full Back	
										
BURGESS, Dave	Full Back	
										
EASTOE, Peter	Forward	
										
GIDMAN, John	Full Back	
										
HARTFORD, Asa	Midfielder	
										
HIGGINS, Mark	Central Defender	
										
HODGE, Martin	Goalkeeper	
										
LATCHFORD, Bob	Forward	
										
LODGE, Paul	Midfielder	
										
LYONS, Mike	Central Defender	
										
MCBRIDE, Joe	Winger	
										
MCDONAGH, Jim 'Seamus'	Goalkeeper	
										
MCMAHON, Steve	Midfielder	
										
MEGSON, Gary	Midfielder	
										
O'KEEFE, Eamon	Forward	
										
RATCLIFFE, Kevin	Central Defender	
										
ROSS, Trevor	Midfielder	
										
SHARP, Graeme	Forward	
										
STANLEY, Garry	Midfielder	
										
TELFER, George	Winger	
										
VARADI, Imre	Forward	
										
WARD, Mark	Winger	
										
WRIGHT, Billy	Central Defender	
