-- League --	--- FA Cup ---	---- Other ----

1980/81
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ATKINSON, Hugh 	Midfielder	20+3	1	0	4	0	0	0+1	0	0
										
BELL, Norman 	Forward	12+8	3	0	3+4	4	0	0	0	0
										
BERRY, George 	Central Defender	25	1	0	9	0	0	3	0	0
										
BRADSHAW, Paul 	Goalkeeper	38	0	0	9	0	0	4	0	0
										
BRAZIER, Colin 	Central Defender	22+2	0	0	1	0	0	1+2	0	0
										
BUTLER, Dave 	Winger	0	0	0	0	0	0	0	0	0
										
CARR, Willie 	Midfielder	23+3	0	0	4	1	1	4	0	0
										
CLARKE, Wayne 	Forward	18+6	3	0	4+1	0	0	0+3	0	0
										
DANIEL, Peter 	Midfielder	28	0	0	4	0	0	3	1	1
										
EVES, Mel 	Forward	35+1	5	0	8	3	0	4	1	0
										
GRAY, Andy 	Forward	25+2	9	0	6	1	0	4	1	0
										
HIBBITT, Ken 	Midfielder	33	3	0	9	2	0	2	0	0
										
HOLLIFIELD, Mike 	Full Back	16	0	0	4	0	0	0	0	0
										
HUGHES, Emlyn 	Central Defender	23	2	0	2	0	0	4	0	0
										
HUMPHREY, John 	Full Back	12	0	0	0	0	0	0	0	0
										
KEARNS, Mick 	Goalkeeper	4	0	0	0	0	0	0	0	0
										
MATTHEWS, Mike 	Midfielder	1	0	0	0	0	0	0	0	0
										
MCALLE, John 	Central Defender	17	0	0	8	0	0	0	0	0
										
MOSS, Craig 	Winger	1	0	0	0	0	0	0	0	0
										
MUIR, John 	Forward	0	0	0	0	0	0	0	0	0
										
PALMER, Geoff 	Full Back	34	1	0	9	0	0	4	0	0
										
PARKIN, Derek 	Full Back	19+1	0	0	6+1	1	0	3	0	0
										
RICHARDS, John 	Forward	40+1	13	1	9	4	1	4	0	0
										
TEASDALE, John 	Forward	5+2	0	0	0	0	0	0	0	0
										
THOMAS, Dave 	Winger	0	0	0	0	0	0	1	0	0
										
VILLAZAN, Rafael 	Central Defender	11+1	0	0	0	0	0	3	0	0
