,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Matt Holland\87c9a037,ie IRL,MT,26,38,38,3379,37.5,3,5,3,0,0,0,0,0.08,0.13,0.21,0.08,0.21,Matchs
Richard Wright\d9e2e2ae,eng ENG,GB,22,36,36,3240,36.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Hermann Hreiðarsson\18e3787e,is ISL,DF,26,36,35,3109,34.5,1,4,1,0,0,3,0,0.03,0.12,0.14,0.03,0.14,Matchs
Jermaine Wright\ed9cb8eb,eng ENG,DFMT,24,37,35,2875,31.9,2,3,2,0,0,1,0,0.06,0.09,0.16,0.06,0.16,Matchs
Marcus Stewart\80463957,eng ENG,AT,27,34,33,2750,30.6,19,4,17,2,2,2,1,0.62,0.13,0.75,0.56,0.69,Matchs
Jim Magilton\27240fa9,nir NIR,DFMT,31,33,32,2830,31.4,1,5,0,1,1,1,0,0.03,0.16,0.19,0.00,0.16,Matchs
Chris Makin\aecb9ffc,eng ENG,DF,27,31,30,2760,30.7,0,3,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matchs
Jamie Clapham\1df59e7b,eng ENG,DF,24,35,28,2570,28.6,2,3,2,0,0,2,0,0.07,0.11,0.18,0.07,0.18,Matchs
Fabian Wilnis\5c30b55b,nl NED,DF,29,29,27,2273,25.3,2,3,2,0,0,7,0,0.08,0.12,0.20,0.08,0.20,Matchs
John McGreal\b0782688,eng ENG,DF,28,28,25,2275,25.3,1,0,1,0,0,1,1,0.04,0.00,0.04,0.04,0.04,Matchs
Titus Bramble\83ac7c3c,eng ENG,DF,19,26,23,2133,23.7,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matchs
Mark Venus\a92adc09,eng ENG,DF,33,25,23,2059,22.9,3,0,3,0,0,4,0,0.13,0.00,0.13,0.13,0.13,Matchs
James Scowcroft\91aafa3c,eng ENG,AT,24,34,22,2178,24.2,4,3,4,0,0,1,0,0.17,0.12,0.29,0.17,0.29,Matchs
Alun Armstrong\36cbc674,eng ENG,AT,25,21,15,1486,16.5,8,2,8,0,0,0,0,0.48,0.12,0.61,0.48,0.61,Matchs
Martijn Reuser\21404bef,nl NED,MT,25,26,13,1277,14.2,6,2,6,0,0,1,0,0.42,0.14,0.56,0.42,0.56,Matchs
David Johnson\bb4093e9,jm JAM,AT,23,14,6,608,6.8,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matchs
Gary Croft\0a7190bb,eng ENG,DF,26,8,6,484,5.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Richard Naylor\2a5b7959,eng ENG,DFAT,23,13,5,544,6.0,2,3,2,0,0,0,0,0.33,0.50,0.83,0.33,0.83,Matchs
Mark Burchill\376a3b3c,sct SCO,AT,19,7,2,215,2.4,1,1,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matchs
Keith Branagan\2415cbc7,ie IRL,GB,34,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
John Scales\1c67bd76,eng ENG,DF,34,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Wayne Brown\07748ae2,eng ENG,DF,22,4,0,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nabil Abidallah\e32b9fc3,nl NED,MT,17,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,26.4,38,438,,,56,39,53,3,3,32,2,1.47,1.03,2.50,1.39,2.42,
Total adversaire,,,26.9,38,,,,,,,,,,,,,,,,
