Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ARCHER, Bill	Wing ",, , , , ,	
,"BERRY, John	Inside ",, , , , , , , ,	
,"COX,",, ,W,a,l,t,e,r,	,G,o,a,l,k,e,e,p,e,r,	
,"DARROCH, Jack	Full ",, , , , ,	
,"FOSTER, Isaac	Centre ",, , , , ,	
,"GRAY, Tom	Inside ",, , , , , , , ,	
,"HEAP, Victor	Wing ",, , , , ,	
,"JOHNSTON, John	Wing ",, , , , ,	
,"LAMBERTON, George	Inside ",, , , , , , , ,	
,"LEEMING, Joe	Full ",, , , , ,	
,"LINDSAY, Jimmy	Full ",, , , , ,	
,"MCEWEN, Jimmy ",      	Full Back
,"MCLUCKIE, James	Centre ",, , , , , , , ,	
,"MONKS, Albert	Inside ",, , , , , , , ,	
,"MONTGOMERY,",, ,A,r,c,h,i,e,	,G,o,a,l,k,e,e,p,e,r,	
,"PLANT,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"PRAY, Jack	Wing ",, , , , ,	
,"RICHARDS,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"ROSS, George	Wing ",, , , , ,	
,"SAGAR, Charles	Inside ",, , , , , , , ,	
,"THOMPSON,",, ,F,r,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"THORPE, Frank	Centre ",, , , , ,	
,"WOOD, Billy	Inside ",, , , , , , , 
