-- League --	--- FA Cup ---	---- Other ----

1978/79
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ALBISTON, Arthur 	Full Back	32+1	0	0	7	0	0	2	0	0
										
ASHWORTH, Ian 	Winger	0	0	0	0	0	0	0	0	0
										
BAILEY, Gary 	Goalkeeper	28	0	0	9	0	0	0	0	0
										
BUCHAN, Martin 	Central Defender	37	2	0	9	0	0	2	0	0
										
CONNELL, Tom 	Full Back	2	0	0	0	0	0	0	0	0
										
COPPELL, Steve 	Winger	42	11	0	9	1	0	2	0	0
										
GREENHOFF, Brian 	Central Defender	32+1	2	0	5	1	0	2	0	0
										
GREENHOFF, Jimmy 	Forward	33	11	1	9	5	0	2	1	1
										
GRIMES, Ashley 	Full Back	5+11	0	0	3	1	0	2	0	0
										
HOUSTON, Stewart 	Full Back	21+1	0	0	2	0	0	1	0	0
										
JORDAN, Joe 	Forward	30	6	0	4+1	2	0	2	2	0
										
KEEN, Nigel 	Midfielder	0	0	0	0	0	0	0	0	0
										
MACARI, Lou 	Midfielder	31+1	6	0	5	0	0	1	0	0
										
MCCREERY, David 	Midfielder	14+1	0	0	0	0	0	0+1	0	0
										
MCGRATH, Chris 	Winger	0+2	0	0	0	0	0	0	0	0
										
MCILROY, Sammy 	Midfielder	40	6	0	9	2	0	2	1	0
										
MCQUEEN, Gordon 	Central Defender	36	6	0	9	1	0	2	0	0
										
MICKLEWHITE, Gary 	Winger	0	0	0	0	0	0	0	0	0
										
MORAN, Kevin 	Central Defender	1	0	0	0	0	0	0	0	0
										
NICHOLL, Jimmy 	Full Back	19+2	0	0	6+2	0	0	0	0	0
										
PATERSON, Steve 	Central Defender	1+2	0	0	0	0	0	0	0	0
										
PEARSON, Stuart 	Forward	0	0	0	2	0	0	0	0	0
										
RITCHIE, Andy 	Forward	16+1	9	0	3+1	0	0	0	0	0
										
ROCHE, Paddy 	Goalkeeper	14	0	0	0	0	0	2	0	0
										
SLOAN, Tom 	Midfielder	3+1	0	0	0	0	0	0	0	0
										
THOMAS, Mickey 	Midfielder	25	1	0	8	1	0	0	0	0
										
WORRALL, Gary 	Winger	0	0	0	0	0	0	0	0	0
