- League --	--- FA Cup ---	---- Other ----

1978/79
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ALLARDYCE, Sam	Central Defender	
										
BURKE, David	Full Back	
										
DUNNE, Tony	Full Back	
										
EVANS, Steve		
										
FELGATE, David	Goalkeeper	
										
GOWLING, Alan	Forward	
										
GRAHAM, Mike	Full Back	
										
GREAVES, Roy	Midfielder	
										
JONES, Garry	Forward	
										
JONES, Paul	Central Defender	
										
MCDONAGH, Jim 'Seamus'	Goalkeeper	
										
MCNAB, Neil	Midfielder	
										
MOORES, Craig	Forward	
										
MORGAN, Willie	Winger	
										
NICHOLSON, Peter	Full Back	
										
NOWAK, Tadeusz	Winger	
										
POOLE, Terry	Goalkeeper	
										
REID, Peter	Midfielder	
										
SMITH, Brian	Midfielder	
										
THOMPSON, Chris	Midfielder	
										
TRAIN, Ray	Midfielder	
										
WALSH, Mike	Central Defender	
										
WHATMORE, Neil	Forward	
										
WORTHINGTON, Frank	Forward	
