-- League --	--- FA Cup ---	---- Other ----

1978/79
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
AYLOTT, Trevor 	Forward	13+2	0	0	0	0	0	0	0	0
										
BANNON, Eamonn 	Midfielder	19	1	0	0	0	0	0	0	0
										
BONETTI, Peter 	Goalkeeper	16	0	0	1	0	0	1	0	0
										
BOROTA, Petar 	Goalkeeper	12	0	0	0	0	0	0	0	0
										
BRITTON, Ian 	Midfielder	9+4	0	0	1	0	0	0	0	0
										
BUMSTEAD, John 	Midfielder	6+2	1	0	0	0	0	0	0	0
										
CHIVERS, Gary 	Full Back	5	0	0	0	0	0	0	0	0
										
DOCHERTY, Jim 	Forward	2+1	0	0	0	0	0	0	0	0
										
DROY, Micky 	Central Defender	14	0	0	1	0	0	1	0	0
										
FILLERY, Mike 	Midfielder	6+1	0	0	0	0	0	0	0	0
										
FROST, Lee 	Forward	2+1	0	0	0	0	0	0	0	0
										
GARNER, Bill 	Forward	1	0	0	0	0	0	0	0	0
										
HARRIS, Ron 	Central Defender	38+2	0	0	1	0	0	1	0	0
										
HAY, David 	Central Defender	8	0	0	0	0	0	1	0	0
										
ILES, Bob 	Goalkeeper	7	0	0	0	0	0	0	0	0
										
JENKINS, Iori 	Full Back	0	0	0	0	0	0	0	0	0
										
JOHNSON, Gary 	Forward	1	1	0	1	0	0	0	0	0
										
LANGLEY, Tommy 	Forward	40+1	15	1	1	0	0	1	1	0
										
LEWINGTON, Ray 	Midfielder	10	0	0	0	0	0	0	0	0
										
LOCKE, Gary 	Full Back	8	0	0	0	0	0	1	0	0
										
MCKENZIE, Duncan 	Forward	15	4	0	1	0	0	0	0	0
										
NUTTON, Mickey 	Central Defender	15	0	0	0	0	0	0	0	0
										
OSGOOD, Peter 	Forward	9	2	0	1	0	0	0	0	0
										
PHILLIPS, John 	Goalkeeper	7	0	0	0	0	0	0	0	0
										
SITTON, John 	Central Defender	11+1	0	0	0	0	0	0	0	0
										
STANLEY, Garry 	Midfielder	32+4	5	1	0+1	0	0	1	0	0
										
STRIDE, David 	Full Back	32	0	0	1	0	0	0	0	0
										
SULLEY, Chris 	Full Back	0	0	0	0	0	0	0	0	0
										
SWAIN, Kenny 	Full Back	15	4	0	0	0	0	1	0	0
										
WALKER, Clive 	Winger	23+7	4	0	1	0	0	1	0	0
										
WICKS, Steve 	Central Defender	23	1	0	0	0	0	1	0	0
										
WILKINS, Graham 	Full Back	28	1	0	1	0	0	0	0	0
										
WILKINS, Ray 	Midfielder	35	3	0	0	0	0	1	0	0
										
WILSON, Richard 	Forward	0	0	0	0	0	0	0	0	0
