	-- League --	--- FA Cup ---	---- Other ----

1985/86
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ALLEN, Malcolm 	Forward	10+3	2	0	0+3	0	0	0	0	0
										
BARDSLEY, David 	Full Back	10+3	2	0	0	0	0	0	0	0
										
BARNES, John 	Winger	39	9	0	8	3	0	3	1	0
										
BLISSETT, Luther 	Forward	20+3	7	0	0	0	0	3	1	0
										
CALLAGHAN, Nigel 	Winger	21+2	4	0	4	1	0	3	1	0
										
COTON, Tony 	Goalkeeper	40	0	0	8	0	0	3	0	0
										
FRANKLIN, Paul 	Central Defender	4	0	0	0	0	0	0	0	0
										
GIBBS, Nigel 	Full Back	40	1	0	8	0	0	3	0	0
										
JACKETT, Kenny 	Midfielder	41	4	3	7	2	1	3	1	0
										
LOHMAN, Jan 	Midfielder	0+4	1	0	1+1	0	0	1+1	0	0
										
MCCLELLAND, John 	Central Defender	31	1	0	8	0	0	1	0	0
										
PORTER, Gary 	Midfielder	7+1	1	0	0	0	0	1+1	0	0
										
ROBERTS, Iwan 	Forward	1+3	0	0	0	0	0	0	0	0
										
ROSTRON, Wilf 	Full Back	29+1	5	0	8	0	0	3	1	0
										
SHERWOOD, Steve 	Goalkeeper	2	0	0	0	0	0	0	0	0
										
SINNOTT, Lee 	Central Defender	18	2	0	2	0	0	1	0	0
										
SMILLIE, Neil 	Midfielder	10+6	3	0	2	1	0	0	0	0
										
STERLING, Worrell 	Winger	23+1	3	0	8	2	0	0	0	0
										
TALBOT, Brian 	Midfielder	41	7	0	8	0	0	2	0	0
										
TAYLOR, Les 	Midfielder	1	0	0	0	0	0	1	0	0
										
TERRY, Steve 	Central Defender	41	4	0	8	0	0	3	1	0
										
WEST, Colin 	Forward	33	13	0	8	3	0	2+1	0	0
