-- League --	--- FA Cup ---	---- Other ----

1985/86
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ATKINS, Ian 	Midfielder	20+1	2	0	0	0	0	4	0	0
										
ATKINSON, Dalian 	Forward	0+1	0	0	0	0	0	0	0	0
										
BRENNAN, Mark 	Midfielder	40	3	1	5	2	0	5	1	0
										
BURLEY, George 	Full Back	6	0	0	0	0	0	0	0	0
										
BUTCHER, Terry 	Central Defender	27	4	0	5	0	0	2	2	0
										
COLE, Mike 	Forward	12+6	1	0	0+1	0	0	2+1	3	0
										
COOPER, Paul 	Goalkeeper	36	0	0	5	0	0	5	0	0
										
CRANSON, Ian 	Central Defender	42	1	0	5	0	0	5	0	0
										
D'AVRAY, Mich 	Forward	24+2	5	0	5	1	0	2	0	0
										
DOZZELL, Jason 	Midfielder	38+3	3	0	5	1	0	5	1	0
										
FORREST, Craig 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
GERNON, Irvin 	Full Back	11	0	0	0	0	0	2	0	0
										
GLEGHORN, Nigel 	Midfielder	17+4	2	0	2	0	0	0+1	0	0
										
GRANT, Peter 	Full Back	0	0	0	0	0	0	0	0	0
										
HALLWORTH, Jon 	Goalkeeper	6	0	0	0	0	0	0	0	0
										
MCCALL, Steve 	Midfielder	33	0	0	5	0	0	4	0	0
										
PARKIN, Tommy 	Midfielder	13+1	0	0	0	0	0	1	0	0
										
PUTNEY, Trevor 	Midfielder	18+3	1	0	4	0	0	3	0	0
										
RIMMER, Neill 	Midfielder	1+1	0	0	0	0	0	0	0	0
										
STEGGLES, Kevin 	Central Defender	5+1	0	0	0	0	0	2	0	0
										
STOCKWELL, Mick 	Midfielder	3+5	0	0	1+2	0	0	0+1	0	0
										
SUNDERLAND, Alan 	Forward	13+4	1	0	0	0	0	1	0	0
										
WILSON, Kevin 	Forward	37+2	7	0	5	1	0	5	7	0
										
YALLOP, Frank 	Full Back	32+2	0	0	5	0	0	5	1	0
										
ZONDERVAN, Romeo 	Midfielder	28	2	0	3+1	0	0	2	0	0
