	-- League --	--- FA Cup ---	---- Other ----

1927/28
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BARTON, Percy	Wing Half	
										
BLOXHAM, Albert	Winger	
										
BOND, Benny	Winger	
										
BRADFORD, Joe	Centre Forward	
										
BRIGGS, George	Winger	
										
BRUCE, Harry	Central Defender	
										
BURN, Jack	Winger	
										
CHISEM, Frank	Full Back	
										
COOPER, Jack	Central Defender	
										
CORBETT, Fred	Full Back	
										
COXFORD, Jack	Central Defender	
										
CRINGAN, Jimmy	Central Defender	
										
CROSBIE, Johnny	Inside Forward	
										
CURTIS, Ernie	Inside Forward	
										
DALE, Dickie	Wing Half	
										
DAVIES, Stan	Centre Forward	
										
ELLIS, Billy	Winger	
										
FIRTH, Jack	Wing Half	
										
HARRIS, Wallace	Winger	
										
HIBBS, Harry	Goalkeeper	
										
JOHNSON, Arthur	Winger	
										
LESLIE, Alec	Wing Half	
										
LIDDELL, George	Wing Half	
										
MORRALL, George	Central Defender	
										
NEALE, Tom	Wing Half	
										
PIKE, Theo 'Tot'	Inside Forward	
										
RANDLE, Jackie	Full Back	
										
SMITH, Joe	Full Back	
										
STAINTON, George	Full Back	
										
THRELFALL, Wilf	Winger	
										
TREMELLING, Dan	Goalkeeper	
										
WOMACK, Frank	Full Back	
										
YARWOOD, Harold	Inside Forward	
