	-- League --	--- FA Cup ---	---- Other ----

1927/28
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ALLEN, Jack	Centre Forward	
										
ALLEN, Ralph	Centre Forward	
										
BAGGE, Harry	Wing Half	
										
BLENKINSOP, Ernie	Full Back	
										
BROWN, Jack	Goalkeeper	
										
BURRIDGE, Bert	Wing Half	
										
FELTON, Billy	Full Back	
										
FROGGATT, Frank	Central Defender	
										
GREEN, Albert	Inside Forward	
										
HARPER, Ted	Centre Forward	
										
HILL, Harold	Inside Forward	
										
HODGKISS, Tom	Full Back	
										
HOOPER, Mark	Winger	
										
HOPKINSON, Fred	Wing Half	
										
JOHNSON, Jack	Wing Half	
										
KEAN, Fred	Wing Half	
										
KIRKWOOD, Dan	Inside Forward	
										
LEACH, Tommy 'Tony'	Central Defender	
										
MARSDEN, Billy	Wing Half	
										
MARSON, Fred	Winger	
										
MELLORS, Dick	Goalkeeper	
										
POWELL, Sam	Inside Forward	
										
PRINCE, Arthur	Winger	
										
RIMMER, Ellis	Winger	
										
SEED, Jimmy	Inside Forward	
										
SIMPSON, Billy	Winger	
										
SMITH, Norman	Wing Half	
										
STRANGE, Alf	Wing Half	
										
TROTTER, Jimmy	Centre Forward	
										
WALKER, Tommy	Full Back	
										
WILKINSON, Jack	Winger	
										
WILLIAMS, Rees	Winger	
										
WILSON, Charlie	Inside Forward	
										
WILSON, Thomas	Wing Half
