-- League --	--- FA Cup ---	---- Other ----

1919/20
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BAUCHOP, Jimmy	Inside Forward	
										
BLACKHAM, Sam	Full Back	
										
BOYLE, Owen	Wing Half	
										
BROWN, Tommy	Wing Half	
										
CROWTHER, George	Centre Forward	
										
CROZIER, Joe	Wing Half	
										
DICKINSON, Wally	Full Back	
										
HOWIE, David	Centre Half	
										
HOWLING, Teddy	Goalkeeper	
										
KEETLEY, Tom	Centre Forward	
										
LITTLE, Tommy	Inside Forward	
										
LOUGHRAN, Tommy	Inside Forward	
										
MCCANDLESS, Jack	Winger	
										
MCLEAN, David	Centre Forward	
										
SCATTERGOOD, Ernie	Goalkeeper	
										
SCOTT, Jack	Wing Half	
										
SMITH, Cliff	Centre Forward	
										
TURNBULL, Bobby	Winger	
										
WAITE, George	Inside Forward	
										
WATSON, Sandy	Full Back	
