-- League --	--- FA Cup ---	---- Other ----

1968/69
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BRANFOOT, Ian 	Full Back	4+2	0	0	1+1	0	0	0	0	0
										
BURTON, Ken 	Full Back	9	0	0	0	0	0	0	0	0
										
CRAIG, Tommy 	Midfielder	1	0	0	0	0	0	0	0	0
										
ELLIS, Sam 	Central Defender	31+1	0	0	4	0	0	1	0	0
										
EUSTACE, Peter 	Midfielder	37	4	0	4	0	0	1	0	0
										
FANTHAM, John 	Forward	27+2	4	0	0+1	0	0	1	0	0
										
FEARNLEY, Gordon 	Forward	0	0	0	0	0	0	0	0	0
										
FORD, David 	Forward	27+2	3	0	1	0	0	1	1	0
										
IRVINE, Archie 	Midfielder	18+3	1	0	4	0	0	0	0	0
										
MCCALLIOG, Jim 	Midfielder	42	5	0	4	1	0	1	0	0
										
MEGSON, Don 	Full Back	32	0	0	4	0	0	1	0	0
										
MOBLEY, Vic 	Central Defender	42	2	0	4	0	0	1	0	0
										
PRENDERGAST, Mick 	Forward	3	1	0	0	0	0	0	0	0
										
PUGH, Graham 	Midfielder	6	0	0	0+1	0	0	0	0	0
										
RITCHIE, John 	Forward	23+1	6	0	4	2	0	1	0	0
										
SMITH, Wilf 	Full Back	35	1	0	3	0	0	0	0	0
										
SPRINGETT, Peter 	Goalkeeper	41	0	0	4	0	0	1	0	0
										
SYMM, Colin 	Midfielder	1	0	0	0	0	0	0	0	0
										
WARBOYS, Alan 	Forward	18	1	0	0	0	0	0+1	0	0
										
WHITHAM, Jack 	Forward	16+3	10	0	0	0	0	1	0	0
										
WICKS, Peter 	Goalkeeper	1	0	0	0	0	0	0	0	0
										
WOODALL, Brian 	Winger	11+1	2	0	3	2	0	0	0	0
										
YOUNG, Gerry 	Central Defender	37	0	0	4	2	0	1	0	0
