-- League --	--- FA Cup ---	---- Other ----

1912/13
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BARTLETT, Albert	Winger	
										
BIGGAR, Alex	Winger	
										
BOND, Dickie	Winger	
										
BOOCOCK, Irvine	Full Back	
										
BOOKMAN, Louis	Winger	
										
CAMPBELL, Bob	Full Back	
										
CHESSER, Billy	Inside Forward	
										
CLARK, Jack	Centre Forward	
										
DEVINE, Archie	Inside Forward	
										
DOOLAN, Sandy	Full Back	
										
EWART, Jock	Goalkeeper	
										
FOX, Oscar	Inside Forward	
										
GANE, George	Full Back	
										
GRIMSHAW, Billy	Winger	
										
HAMPTON, Harry	Wing Half	
										
HARGREAVES, Joe	Wing Half	
										
LOGAN, Peter	Winger	
										
MCDONALD, Jimmy	Wing Half	
										
MCILVENNY, Jimmy	Inside Forward	
										
MCILWRAITH, Frank	Full Back	
										
MELLORS, Mark	Goalkeeper	
										
O'ROURKE, Frank	Centre Forward	
										
PEART, Harry	Centre Half	
										
POTTS, Fred	Full Back	
										
ROBINSON, George	Wing Half	
										
SPEIRS, Jimmy	Inside Forward	
										
STORER, Charlie	Centre Half	
										
THOMPSON, Frank	Winger	
										
TORRANCE, Bob	Centre Half	
										
WALDEN, Harold	Centre Forward	
										
WALKER, Billy	Inside Forward	
										
WYLLIE, Jock	Full Back	
