-- League --	--- FA Cup ---	---- Other ----

1983/84
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ARCHIBALD, Steve 	Forward	31+1	21	0	3	1	0	14	6	0
										
ARDILES, Ossie 	Midfielder	8+1	0	0	1	0	0	2+1	1	0
										
BOWEN, Mark 	Full Back	6+1	0	0	3	0	0	0	0	0
										
BRACE, Robbie 	Forward	0+1	0	0	0	0	0	0	0	0
										
BRAZIL, Alan 	Forward	17+2	3	1	1	0	0	3+3	4	0
										
BROOKE, Garry 	Midfielder	7+5	0	0	1	0	0	3+2	0	0
										
CLEMENCE, Ray 	Goalkeeper	26	0	0	1	0	0	10	0	0
										
COCKRAM, Allan 	Winger	2	0	0	0	0	0	0	0	0
										
COOKE, Richard 	Winger	9	1	0	1	0	0	1	0	0
										
CROOK, Ian 	Midfielder	3	0	0	0+1	0	0	1+2	0	0
										
CROOKS, Garth 	Forward	6+4	1	0	0	0	0	1+1	1	0
										
CULVERHOUSE, Ian 	Full Back	1+1	0	0	0	0	0	0	0	0
										
DICK, Ally 	Winger	10+1	2	0	0	0	0	3+1	0	0
										
FALCO, Mark 	Forward	32+4	13	1	4	1	0	13+1	7	0
										
GALVIN, Tony 	Winger	30	1	0	3	0	0	12	5	0
										
HAZARD, Micky 	Midfielder	9+2	2	0	1+2	0	0	6+1	1	0
										
HODDLE, Glenn 	Midfielder	24	4	3	3	0	0	8+1	1	1
										
HUGHTON, Chris 	Full Back	34	3	0	1	0	0	15	2	0
										
KITE, Phil 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
MABBUTT, Gary 	Central Defender	21	2	0	2	0	0	9+2	2	0
										
MILLER, Paul 	Central Defender	20+1	0	0	3	0	0	6	1	0
										
O'REILLY, Gary 	Central Defender	9+3	0	0	1	0	0	1+2	0	0
										
PARKS, Tony 	Goalkeeper	16	0	0	3	0	0	5	0	0
										
PERRYMAN, Steve 	Central Defender	41	1	0	4	0	0	14	0	0
										
PRICE, Paul 	Central Defender	1+1	0	0	0	0	0	3	0	0
										
ROBERTS, Graham 	Central Defender	35	6	1	4	1	0	15	3	0
										
STEVENS, Gary 	Full Back	37+3	4	0	4	0	0	12	0	0
										
THOMAS, Danny 	Full Back	26+1	0	0	0	0	0	8+1	0	0
										
WEBSTER, Simon 	Central Defender	1	0	0	0	0	0	0	0	0
