	-- League --	--- FA Cup ---	---- Other ----

1983/84
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BERRY, George 	Central Defender	8	0	0	0	0	0	1	0	0
										
BOULD, Steve 	Central Defender	38	2	0	1	0	0	4	1	0
										
CAWSTON, Mervyn 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
CHAMBERLAIN, Mark 	Winger	39+1	7	0	1	0	0	5	0	0
										
CHAMBERLAIN, Neville 	Forward	3	0	0	0	0	0	0	0	0
										
DAWSON, Richard 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
DYSON, Paul 	Central Defender	38	2	0	1	0	0	5	0	0
										
FOX, Peter 	Goalkeeper	42	0	0	1	0	0	5	0	0
										
GRIFFITHS, Peter 	Winger	3+1	0	0	0	0	0	0+1	0	0
										
HAMPTON, Peter 	Full Back	31+1	1	0	1	0	0	5	0	0
										
HEATH, Phil 	Winger	3+1	1	0	0	0	0	0	0	0
										
HEMMING, Chris 	Central Defender	3	0	0	0	0	0	0	0	0
										
HUDSON, Alan 	Midfielder	16	0	0	0	0	0	0	0	0
										
JAMES, Robbie 	Midfielder	40	6	1	1	0	0	5	1	0
										
MAGUIRE, Paul 	Winger	24+9	9	3	1	0	0	3+1	1	0
										
MASKERY, Chris 	Midfielder	16+3	0	0	0+1	0	0	2+1	0	0
										
MCAUGHTRIE, David 	Central Defender	17	1	0	1	0	0	5	0	0
										
MCILROY, Sammy 	Midfielder	39+1	1	0	1	0	0	3	0	0
										
O'CALLAGHAN, Brendan 	Forward	37+1	1	0	1	0	0	5	1	0
										
PAINTER, Ian 	Forward	30+4	8	0	1	0	0	1	0	0
										
PARKIN, Steve 	Midfielder	1	0	0	0	0	0	0	0	0
										
RUSSELL, Colin 	Forward	11	2	0	0	0	0	0	0	0
										
SAVAGE, Robbie 	Midfielder	5+2	0	0	0	0	0	0	0	0
										
THOMAS, Mickey 	Midfielder	16	3	0	0	0	0	5	0	0
										
TUEART, Dennis 	Winger	2+1	0	0	0	0	0	1	0	0
