-- League --	--- FA Cup ---	---- Other ----

1983/84
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ARNOLD, Jim 	Goalkeeper	7	0	0	0	0	0	0	0	0
										
BAILEY, John 	Full Back	33	0	0	7	0	0	7	0	0
										
BISHOP, Ian 	Midfielder	0+1	0	0	0	0	0	0	0	0
										
CURRAN, Terry 	Winger	8	0	0	1	0	0	0	0	0
										
FIELDING, Mike 	Central Defender	0	0	0	0	0	0	0	0	0
										
GRAY, Andy 	Forward	23	5	0	7+1	3	0	0	0	0
										
HARPER, Alan 	Full Back	26+3	1	0	1+1	0	0	6+1	0	0
										
HEATH, Adrian 	Forward	36	12	1	7	2	0	11	4	0
										
HIGGINBOTTOM, Andy 	Winger	0	0	0	0	0	0	0	0	0
										
HIGGINS, Mark 	Central Defender	14	0	0	0	0	0	5	0	0
										
HUGHES, Darren 	Full Back	1	0	0	0	0	0	0	0	0
										
IRVINE, Alan 	Winger	19+2	0	0	6	2	0	10	0	0
										
JOHNSON, David 	Forward	7+2	1	0	0	0	0	1	0	0
										
KING, Andy 	Midfielder	19+1	2	1	1	0	0	4+1	1	0
										
MACOWAT, Ian 	Full Back	0	0	0	0	0	0	0	0	0
										
MOUNTFIELD, Derek 	Central Defender	31	3	0	8	0	0	8	0	0
										
RATCLIFFE, Kevin 	Central Defender	38	0	0	8	0	0	11	0	0
										
REID, Peter 	Midfielder	34+1	2	0	8	1	0	9+1	1	0
										
RICHARDSON, Kevin 	Midfielder	25+3	4	0	5	1	0	6+1	2	0
										
RIMMER, Stuart 	Forward	1	0	0	0	0	0	0	0	0
										
SHARP, Graeme 	Forward	27+1	7	1	5+2	1	0	11	3	0
										
SHEEDY, Kevin 	Midfielder	28	4	1	6	2	0	10	4	0
										
SOUTHALL, Neville 	Goalkeeper	35	0	0	8	0	0	11	0	0
										
STEVEN, Trevor 	Winger	23+4	1	0	2	0	0	3	1	0
										
STEVENS, Gary 	Full Back	26+1	1	0	8	0	0	8	0	0
										
WAKENSHAW, Robbie 	Forward	1	1	0	0	0	0	0	0	0
