
-- League --	--- FA Cup ---	---- Other ----

1983/84
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BLAKE, Noel 	Central Defender	39	2	1	5	0	0	8	0	0
										
BROADHURST, Kevan 	Central Defender	22+1	1	0	5	0	0	0	0	0
										
COOPER, Steve 	Forward	0	0	0	0	0	0	0	0	0
										
COTON, Tony 	Goalkeeper	41	0	0	5	0	0	8	0	0
										
FERGUSON, Mick 	Forward	0	0	0	0	0	0	0	0	0
										
GAYLE, Howard 	Winger	32+1	8	0	4	0	0	8	2	0
										
HAGAN, Jim 	Central Defender	30+3	0	0	0	0	0	8	0	0
										
HALSALL, Mick 	Midfielder	21	2	0	3	0	0	4+1	0	0
										
HANDYSIDES, Ian 	Winger	4+1	0	0	0	0	0	1	1	0
										
HARFORD, Mick 	Forward	39	8	0	5	2	0	7	5	0
										
HOPKINS, Robert 	Winger	32	5	0	5	1	0	7	2	0
										
KENDALL, Mark 	Goalkeeper	1	0	0	0	0	0	0	0	0
										
KUHL, Martin 	Midfielder	20+2	1	0	5	1	0	3	0	0
										
LINTON, Ivor 	Midfielder	3+1	0	0	0	0	0	0	0	0
										
MCCARRICK, Mark 	Full Back	12+3	0	0	3	0	0	0+1	0	0
										
MUIR, Ian 	Forward	1	0	0	0	0	0	1	0	0
										
MUMFORD, Wayne 	Full Back	3+2	0	0	0	0	0	0	0	0
										
PHILLIPS, Les 	Midfielder	18+2	0	0	0	0	0	8	1	0
										
REES, Tony 	Forward	22+3	2	0	1	1	0	3	1	0
										
ROBERTS, Brian 	Full Back	11	0	0	0	0	0	0	0	0
										
ROGERS, Kevin 	Midfielder	8+1	1	0	0	0	0	0	0	0
										
STEVENSON, Byron 	Midfielder	21+4	2	0	4	0	0	6+1	0	0
										
VAN DEN HAUWE, Pat 	Full Back	42	0	0	5	0	0	8	0	0
										
WRIGHT, Billy 	Central Defender	40	5	5	5	3	3	8	0	0
