,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Dean Gordon\6405b4da,eng ENG,DFMT,25,38,38,3420,38.0,3,4,3,0,0,3,0,0.08,0.11,0.18,0.08,0.18,Matchs
Andy Townsend\976c90a4,ie IRL,MT,35,35,35,3083,34.3,1,3,1,0,0,10,0,0.03,0.09,0.12,0.03,0.12,Matchs
Mark Schwarzer\da409c6f,au AUS,GB,25,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Colin Cooper\42f93b8f,eng ENG,DF,31,33,32,2809,31.2,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,Matchs
Robbie Mustoe\2c02df03,eng ENG,MT,29,32,32,2803,31.1,4,1,4,0,0,8,1,0.13,0.03,0.16,0.13,0.16,Matchs
Hamilton Ricard\e08d8909,co COL,AT,24,36,32,2701,30.0,15,3,14,1,1,5,0,0.50,0.10,0.60,0.47,0.57,Matchs
Steve Vickers\4b0dbeef,eng ENG,DF,30,30,29,2596,28.8,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matchs
Gary Pallister\f99beca9,eng ENG,DF,33,26,26,2222,24.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gianluca Festa\1cada5ff,it ITA,DF,29,25,25,2181,24.2,2,1,2,0,0,9,0,0.08,0.04,0.12,0.08,0.12,Matchs
Paul Gascoigne\56c33229,eng ENG,MT,31,26,25,1990,22.1,3,2,3,0,0,12,0,0.14,0.09,0.23,0.14,0.23,Matchs
Brian Deane\909a4bb4,eng ENG,AT,30,26,24,2143,23.8,6,2,6,0,0,2,0,0.25,0.08,0.34,0.25,0.34,Matchs
Robbie Stockdale\7d0a8842,sct SCO,DF,18,19,17,1493,16.6,0,3,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matchs
Mikkel Beck\e68ed370,dk DEN,AT,25,27,13,1343,14.9,5,,,,,2,0,0.34,,,,,Matchs
Curtis Fleming\2b507014,ie IRL,DF,29,14,12,1156,12.8,1,2,1,0,0,2,0,0.08,0.16,0.23,0.08,0.23,Matchs
Neil Maddison\10691ae9,eng ENG,DFMT,28,20,10,1060,11.8,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matchs
Mark Summerbell\f92c694b,eng ENG,MT,21,11,7,664,7.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Phil Stamp\f50ed0f5,eng ENG,MT,22,16,5,561,6.2,2,0,2,0,0,1,1,0.32,0.00,0.32,0.32,0.32,Matchs
Marlon Beresford\d68e864b,eng ENG,GB,28,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Keith O'Neill\f3761381,ie IRL,MT,22,6,4,351,3.9,0,2,0,0,0,2,0,0.00,0.51,0.51,0.00,0.51,Matchs
Craig Harrison\6307abd1,eng ENG,DF,20,4,3,271,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Merson\eba7e6fd,eng ENG,ATMT,30,3,3,270,3.0,0,2,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,Matchs
Alan Moore\ee3b147f,ie IRL,MT,23,4,3,213,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jason Gavin\692450a7,ie IRL,DF,18,2,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Andy Campbell\8dde3e19,eng ENG,AT,19,8,1,162,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Baker\90940e28,eng ENG,DF,19,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Micky Cummins\34740908,ie IRL,MT,20,1,1,45,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Alun Armstrong\36cbc674,eng ENG,AT,23,6,0,161,1.8,1,1,1,0,0,0,0,0.56,0.56,1.12,0.56,1.12,Matchs
Vladimír Kinder\1fd4f002,sk SVK,DF,29,5,0,140,1.6,2,0,2,0,0,1,0,1.29,0.00,1.29,1.29,1.29,Matchs
Marco Branca\7827d9c3,it ITA,AT,33,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,28.4,38,417,,,47,30,46,1,1,55,4,1.24,0.79,2.03,1.21,2.00,
Total adversaire,,,26.7,38,,,,,,,,,,,,,,,,
