,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Mike Milligan\2261208b,ie IRL,MT,25,42,42,3640,40.4,3,1,3,0,0,3,0,0.07,0.02,0.10,0.07,0.10,Matchs
Gunnar Halle\5c1170da,no NOR,DF,26,41,41,3650,40.6,4,7,4,0,0,2,0,0.10,0.17,0.27,0.10,0.27,Matchs
Richard Jobson\dfdb7d16,eng ENG,DF,29,40,40,3600,40.0,2,5,2,0,0,8,0,0.05,0.12,0.17,0.05,0.17,Matchs
Neil Pointon\54836dbe,eng ENG,DF,27,34,34,3015,33.5,3,1,3,0,0,5,0,0.09,0.03,0.12,0.09,0.12,Matchs
Paul Bernard\6262985f,sct SCO,MT,19,33,32,2904,32.3,4,2,4,0,0,0,0,0.12,0.06,0.19,0.12,0.19,Matchs
Ian Olney\7b18357f,eng ENG,AT,22,34,32,2866,31.8,12,3,12,0,0,2,0,0.38,0.09,0.47,0.38,0.47,Matchs
Nick Henry\7c8e02a1,eng ENG,MT,23,32,32,2752,30.6,6,5,6,0,0,3,0,0.20,0.16,0.36,0.20,0.36,Matchs
Steve Redmond\f2be6fcd,eng ENG,DF,24,31,28,2644,29.4,0,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matchs
Neil Adams\3ffdc43f,eng ENG,MT,26,32,26,2454,27.3,8,2,7,1,2,2,0,0.29,0.07,0.37,0.26,0.33,Matchs
Ian Marshall\859cc903,eng ENG,DFAT,26,27,26,2350,26.1,2,4,2,0,0,3,0,0.08,0.15,0.23,0.08,0.23,Matchs
Paul Gerrard\fb9646e3,eng ENG,GB,19,25,25,2250,25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Craig Fleming\14cfdd19,eng ENG,DF,20,24,23,2050,22.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Graeme Sharp\9c8e711c,sct SCO,AT,31,21,20,1854,20.6,7,5,7,0,0,0,0,0.34,0.24,0.58,0.34,0.58,Matchs
Jon Hallworth\e0c9dc73,eng ENG,GB,26,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mark Brennan\e0dd384f,eng ENG,MT,27,14,14,1245,13.8,3,4,3,0,0,1,0,0.22,0.29,0.51,0.22,0.51,Matchs
Darren Beckford\7fc3f860,eng ENG,AT,25,15,13,1141,12.7,4,1,4,0,0,1,0,0.32,0.08,0.39,0.32,0.39,Matchs
Andy Ritchie\36580ede,eng ENG,MT,31,12,10,788,8.8,3,3,3,0,0,1,0,0.34,0.34,0.69,0.34,0.69,Matchs
Andy Barlow\58c76810,,DF,26,6,6,499,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Roger Palmer\bdc4a56a,eng ENG,AT,33,17,5,588,6.5,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matchs
Neil McDonald\ebb357f9,eng ENG,DFMT,26,4,2,253,2.8,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Paul Moulden\01d1332c,,AT,24,4,1,187,2.1,0,,0,0,,0,0,0.00,,,0.00,,Matchs
John Keeley\b443d2d5,eng ENG,GB,31,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Neil Tolson\d2f7d4da,,AT,18,3,0,57,0.6,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Orpheo Keizerweerd\e75e2c27,nl NED,AT,23,1,0,45,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Total de l'équipe,,,25.5,42,466,,,61,42,60,1,2,35,0,1.45,1.00,2.45,1.43,2.43,
Total adversaire,,,26.2,42,,,,,,,,,,,,,,,,
