- League --	--- FA Cup ---	---- Other ----

1977/78
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BUTTRESS, Mike	Full Back	
										
CARRODUS, Frank	Winger	
										
COWANS, Gordon	Midfielder	
										
CRAIG, Tommy	Midfielder	
										
CROPLEY, Alex	Midfielder	
										
DEEHAN, John	Forward	
										
EVANS, Allan	Central Defender	
										
EVANS, David	Central Defender	
										
FINDLAY, Jake	Goalkeeper	
										
GIDMAN, John	Full Back	
										
GRAHAM, Tommy	Midfielder	
										
GRAY, Andy	Forward	
										
GREGORY, John	Midfielder	
										
HENDRY, Ian	Midfielder	
										
LINTON, Ivor	Midfielder	
										
LITTLE, Brian	Forward	
										
MCNAUGHT, Ken	Central Defender	
										
MORTIMER, Dennis	Midfielder	
										
O'DOWD, Adrian	Forward	
										
PHILLIPS, Leighton	Central Defender	
										
RIMMER, Jimmy	Goalkeeper	
										
ROBSON, John	Full Back	
										
SMITH, Gordon	Full Back	
										
WRIGHT, Billy	Full Back
