-- League --	--- FA Cup ---	---- Other ----

1977/78
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ABBOTT, Ron	Central Defender	
										
BOWLES, Stan	Midfielder	
										
BUSBY, Martyn	Midfielder	
										
CLEMENT, Dave	Full Back	
										
COSSLETT, Mike	Central Defender	
										
CUNNINGHAM, Tommy	Central Defender	
										
EASTOE, Peter	Forward	
										
FRANCIS, Gerry	Midfielder	
										
GILLARD, Ian	Full Back	
										
GIVENS, Don	Forward	
										
GODDARD, Paul	Forward	
										
HOLLINS, John	Midfielder	
										
HOWE, Ernie	Central Defender	
										
JAMES, Leighton	Winger	
										
LEACH, Mick	Midfielder	
										
MASSON, Don	Midfielder	
										
MCGEE, Paul	Forward	
										
NEEDHAM, Dave	Central Defender	
										
PARKES, Phil	Goalkeeper	
										
PERKINS, Steve	Full Back	
										
RICHARDS, Craig	Midfielder	
										
RICHARDSON, Derek	Goalkeeper	
										
SHANKS, Don	Full Back	
										
WALLACE, Barry	Full Back	
										
WEBB, Dave	Central Defender	
										
WILLIAMS, Brian	Full Back
