-- League --	--- FA Cup ---	---- Other ----

1972/73
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BOWKER, Keith	Forward	
										
BURNS, Kenny	Central Defender	
										
CALDERWOOD, Jimmy	Full Back	
										
CAMPBELL, Alan	Midfielder	
										
CARROLL, Tommy	Full Back	
										
COOPER, Paul	Goalkeeper	
										
FRANCIS, Trevor	Forward	
										
HARLAND, Stan	Central Defender	
										
HATTON, Bob	Forward	
										
HENDRIE, Paul	Midfielder	
										
HOPE, Bobby	Midfielder	
										
HOWITT, David	Full Back	
										
HYND, Roger	Central Defender	
										
KELLY, Mike	Goalkeeper	
										
LATCHFORD, Dave	Goalkeeper	
										
LATCHFORD, Bob	Forward	
										
MARTIN, Ray	Full Back	
										
PAGE, Malcolm	Full Back	
										
PENDREY, Garry	Full Back	
										
PHILLIPS, Steve	Forward	
										
ROBERTS, John	Central Defender	
										
ROBINSON, Dave	Central Defender	
										
SMITH, George	Midfielder	
										
SUMMERILL, Phil	Forward	
										
TAYLOR, Gordon	Winger	
										
WANT, Tony	Full Back	
										
WHITEHEAD, Alan	Central Defender	
