	-- League --	--- FA Cup ---	---- Other ----

1972/73
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BIRCHENALL, Alan	Midfielder	
										
CROSS, Graham	Central Defender	
										
FARRINGTON, John	Winger	
										
GLOVER, Len	Winger	
										
JOPLING, Joe	Central Defender	
										
LEE, Bob	Forward	
										
MANLEY, Malcolm	Central Defender	
										
MUNRO, Malcolm	Central Defender	
										
NISH, David	Full Back	
										
PARTRIDGE, Malcolm	Forward	
										
PHILLIPS, Brendon	Midfielder	
										
ROFE, Dennis	Full Back	
										
SAMMELS, Jon	Midfielder	
										
SHILTON, Peter	Goalkeeper	
										
SJOBERG, John	Central Defender	
										
STRINGFELLOW, Mike	Winger	
										
TOMLIN, Dave	Winger	
										
WALLINGTON, Mark	Goalkeeper	
										
WELLER, Keith	Winger	
										
WHITWORTH, Steve	Full Back	
										
WOOLLETT, Alan	Central Defender	
										
WORTHINGTON, Frank	Forward	
