,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Gary McAllister\19f7edbc,sct SCO,MT,34,38,38,3365,37.4,11,4,7,4,4,2,0,0.29,0.11,0.40,0.19,0.29,Matchs
Magnus Hedman\258a16fd,se SWE,GB,26,35,35,3150,35.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mustapha Hadji\0b1d0491,ma MAR,MT,27,33,33,2870,31.9,6,7,6,0,0,5,0,0.19,0.22,0.41,0.19,0.41,Matchs
Youssef Chippo\62b8d3c9,ma MAR,MT,26,33,33,2783,30.9,2,3,2,0,0,9,1,0.06,0.10,0.16,0.06,0.16,Matchs
Robbie Keane\f45e1bb2,ie IRL,AT,19,31,30,2692,29.9,12,4,12,0,0,3,0,0.40,0.13,0.53,0.40,0.53,Matchs
Richard Shaw\88b5bd84,eng ENG,DF,30,29,29,2507,27.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Telfer\7b3990c5,sct SCO,DFMT,27,30,26,2370,26.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Williams\651f09cc,eng ENG,DF,28,28,26,2314,25.7,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matchs
Steve Froggatt\35003e24,eng ENG,MT,26,26,21,1870,20.8,1,2,1,0,0,5,0,0.05,0.10,0.14,0.05,0.14,Matchs
Gary Breen\9922c8b8,ie IRL,DF,25,21,20,1816,20.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Noel Whelan\901c3bdf,eng ENG,AT,24,26,20,1785,19.8,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,Matchs
Cédric Roussel\ac150720,be BEL,AT,21,22,18,1614,17.9,6,6,6,0,0,1,0,0.33,0.33,0.67,0.33,0.67,Matchs
Carlton Palmer\45fdede4,eng ENG,MT,33,15,15,1350,15.0,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matchs
John Eustace\019cf2b4,eng ENG,MT,19,16,12,1152,12.8,1,1,0,1,1,2,0,0.08,0.08,0.16,0.00,0.08,Matchs
David Burrows\d806427e,eng ENG,DF,30,15,11,1010,11.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matchs
Marc Edworthy\fc761a49,eng ENG,DF,26,10,10,882,9.8,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matchs
Colin Hendry\9acd6d0d,sct SCO,DF,33,9,9,777,8.6,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matchs
Marcus Hall\10a2c499,eng ENG,DF,23,9,7,707,7.9,0,,0,0,,1,0,0.00,,,0.00,,Matchs
Tomas Antonelius\c13cb324,se SWE,DF,26,10,7,635,7.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Barry Quinn\1f0d112e,ie IRL,DF,20,11,5,560,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
John Aloisi\747e3a0d,au AUS,AT,23,7,3,275,3.1,2,0,2,0,0,1,0,0.65,0.00,0.65,0.65,0.65,Matchs
Steve Ogrizovic\3f847d67,eng ENG,GB,41,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Muhamed Konjić\d7eeab29,ba BIH,DF,29,4,3,243,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ysrael Zúñiga\ca25d6b6,pe PER,AT,22,7,3,224,2.5,2,2,2,0,0,0,0,0.80,0.80,1.61,0.80,1.61,Matchs
Runar Normann\c1d73728,no NOR,MT,21,8,1,178,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gavin Strachan\d12f06f6,sct SCO,MT,20,3,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gary McSheffrey\e4852a2c,eng ENG,ATMT,16,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Robert Betts\2e362184,eng ENG,MT,17,2,0,20,0.2,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Paul Hall\08297331,jm JAM,AT,27,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,27.1,38,412,,,46,32,41,5,5,49,1,1.21,0.84,2.05,1.08,1.92,
Total adversaire,,,27.2,38,,,,,,,,,,,,,,,,
