Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ARCHER, Bill	Wing ",, , , , ,	
,"BERRY, John	Inside ",, , , , , , , ,	
,"BOOTH, George	Centre ",, , , , , , , ,	
,"GRAY, Tom	Inside ",, , , , , , , ,	
,"JOHNSTON, John	Wing ",, , , , ,	
,"LAMBERTON, George	Inside ",, , , , , , , ,	
,"LEEMING, Joe	Full ",, , , , ,	
,"LINDSAY, Jimmy	Full ",, , , , ,	
,"MCEWEN, Jimmy ",      	Full Back
,"MILLS, Joe	Wing ",, , , , ,	
,"MONTEITH,",, ,H,u,g,h,	,G,o,a,l,k,e,e,p,e,r,	
,"MONTGOMERY,",, ,A,r,c,h,i,e,	,G,o,a,l,k,e,e,p,e,r,	
,"PLANT,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"RICHARDS,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"ROSS, George	Wing ",, , , , ,	
,"SAGAR, Charles	Inside ",, , , , , , , ,	
,"STOREY, George	Centre ",, , , , , , , ,	
,"THORPE, Frank	Centre ",, , , , ,	
,"WOOD, Billy	Inside ",, , , , , , , 
