-- League --	--- FA Cup ---	---- Other ----

1967/68
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BAKER, Gerry 	Forward	18+1	4	0	3	1	0	0	0	0
										
BRUCK, Dietmar 	Full Back	33+1	1	0	3	0	0	1	0	0
										
CARR, Willie 	Midfielder	20+3	1	0	3	1	0	0+1	0	0
										
CATTLIN, Chris 	Full Back	11	0	0	0	0	0	0	0	0
										
CLAMP, Martin 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
CLEMENTS, Dave 	Midfielder	40+1	1	0	0	0	0	1	0	0
										
COOP, Mick 	Full Back	13+2	0	0	0+1	0	0	1	0	0
										
CURTIS, George 	Central Defender	3+1	0	0	0	0	0	0	0	0
										
DENTON, Peter 	Winger	1	0	0	0	0	0	0	0	0
										
DICKIE, Alan 	Goalkeeper	2	0	0	1	0	0	0	0	0
										
FARMER, Ron 	Midfielder	3+1	0	0	0	0	0	0	0	0
										
GIBSON, Ian 	Midfielder	14+1	0	0	2	0	0	1	0	0
										
GLAZIER, Bill 	Goalkeeper	40	0	0	2	0	0	1	0	0
										
GOULD, Bobby 	Forward	13+1	8	0	0	0	0	1	0	0
										
HANNIGAN, Ernie 	Winger	23	5	0	3	1	0	0	0	0
										
HILL, Brian 	Midfielder	16+2	1	0	2+1	0	0	0	0	0
										
HUNT, Ernie 	Forward	6+1	1	0	0	0	0	0	0	0
										
JOY, Brian 	Full Back	0	0	0	0	0	0	0	0	0
										
KEARNS, Mick 	Full Back	17	0	0	2	0	0	0	0	0
										
KEY, Johnny 	Winger	6	1	0	0	0	0	1	0	0
										
KNAPP, Tony 	Central Defender	11	0	0	0	0	0	1	0	0
										
LEWIS, Brian 	Midfielder	20+2	2	1	1	0	0	1	0	0
										
MACHIN, Ernie 	Midfielder	40	4	0	3	0	0	1	1	0
										
MARTIN, Neil 	Forward	15	8	3	0	0	0	0	0	0
										
MORRISSEY, Pat 	Forward	6+3	0	0	1	0	0	0	0	0
										
REES, Ronnie 	Winger	30	8	0	2	1	0	1	0	0
										
ROBERTS, Dudley 	Forward	1	0	0	0	0	0	0	0	0
										
SETTERS, Maurice 	Central Defender	25	1	0	2	0	0	0	0	0
										
SHEPHERD, Trevor 	Winger	1	0	0	0	0	0	0	0	0
										
TUDOR, John 	Forward	34+2	4	0	3	0	0	0	0	0
