Clt,Équipe,MJ,V,N,D,BM,BE,GAv,DB,Pts,Affluence,Meilleur buteur de l'équipe,Gardien de but,Qualification or relegation
1,Liverpool,42,23,11,8,62,33,1.87878787878788,+29,57,47221,,,League Champions and qualified for UEFA Champions League
2,Manchester City,42,21,14,7,60,34,1.76470588235294,+26,56,,,,qualified for the UEFA Europa League
3,Ipswich Town,42,22,8,12,66,39,1.69230769230769,+27,52,,,,qualification for the UEFA Europa League
4,Aston Villa,42,22,7,13,76,50,1.52,+26,51,37903,,,qualified for the UEFA Europa League
5,Newcastle United,42,18,13,11,64,49,1.30612244897959,+15,49,33599,,,qualified for the UEFA Europa League
6,Manchester United,42,18,11,13,71,62,1.14516129032258,+9,47,53710,,,qualified for the UEFA Cup Winners` Cup and FA Cup winners
7,West Bromwich Albion,42,16,13,13,62,56,1.10714285714286,+6,45,25573,,,
8,Arsenal,42,16,11,15,64,59,1.08474576271186,+5,43,,,,
9,Everton,42,14,14,14,62,64,0.96875,-2,42,30046,,,
10,Leeds United,42,15,12,15,48,51,0.941176470588235,-3,42,,,,
11,Leicester City,42,12,18,12,47,60,0.783333333333333,-13,42,,,,
12,Middlesbrough,42,14,13,15,40,45,0.888888888888889,-5,41,,,,
13,Birmingham City,42,13,12,17,63,61,1.0327868852459,+2,38,28338,,,
14,Queens Park Rangers,42,13,12,17,47,52,0.903846153846154,-5,38,,,,
15,Derby County,42,9,19,14,50,55,0.909090909090909,-5,37,25008,,,
16,Norwich City,42,14,9,19,47,64,0.734375,-17,37,,,,
17,West Ham United,42,11,14,17,46,65,0.707692307692308,-19,36,,,,
18,Bristol City,42,11,13,18,38,48,0.791666666666667,-10,35,,,,
19,Coventry City,42,10,15,17,48,59,0.813559322033898,-11,35,,,,
20,Sunderland,42,11,12,19,46,54,0.851851851851852,-8,34,32943,,,Relegated
21,Stoke City,42,10,14,18,28,51,0.549019607843137,-23,34,19027,,,Relegated
22,Tottenham Hotspur,42,12,9,21,48,72,0.666666666666667,-24,33,,,,Relegated
