-- League --	--- FA Cup ---	---- Other ----

1975/76
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
AYRIS, Johnny 	Winger	3+6	0	0	0	0	0	1+1	0	0
										
BEST, Clyde 	Forward	5+2	1	0	0	0	0	2	1	0
										
BONDS, Billy 	Central Defender	17+1	1	0	0	0	0	15	3	2
										
BROOKING, Trevor 	Midfielder	34	5	0	1	0	0	14	4	0
										
COLEMAN, Keith 	Full Back	26	0	0	1	0	0	7+3	0	0
										
CURBISHLEY, Alan 	Midfielder	12+2	2	0	1	0	0	1+2	0	0
										
DAY, Mervyn 	Goalkeeper	41	0	0	1	0	0	17	0	0
										
FERGUSON, Bobby 	Goalkeeper	1	0	0	0	0	0	0	0	0
										
GOULD, Bobby 	Forward	4+1	2	0	0	0	0	2	0	0
										
HOLLAND, Pat 	Winger	35	2	0	1	0	0	15	2	0
										
HURLOCK, Terry 	Midfielder	0	0	0	0	0	0	0	0	0
										
JENNINGS, Billy 	Forward	26+4	11	0	1	0	0	8+5	3	0
										
LAMPARD, Frank 	Full Back	37	3	0	1	0	0	16	1	0
										
LOCK, Kevin 	Central Defender	26	0	0	1	0	0	12	0	0
										
MCDOWELL, John 	Full Back	36+1	0	0	0	0	0	15	0	0
										
MCGIVEN, Mick 	Central Defender	6+1	0	0	1	0	0	1+1	0	0
										
ORHAN, Yilmaz 	Forward	5	0	0	0	0	0	0	0	0
										
PADDON, Graham 	Midfielder	39	2	0	1	0	0	17	3	0
										
PIKE, Geoff 	Midfielder	0+3	0	0	0	0	0	0	0	0
										
ROBSON, Keith 	Forward	33+1	3	0	0	0	0	14+1	5	0
										
TAYLOR, Alan 	Forward	33+2	13	0	1	0	0	13+1	4	0
										
TAYLOR, Tommy 	Central Defender	42	2	1	0	0	0	17	0	0
										
WALLACE, Barry 	Full Back	0	0	0	0	0	0	0	0	0
										
WOOLER, Alan 	Full Back	1	0	0	0	0	0	0	0	0
