-- League --	--- FA Cup ---	---- Other ----

1975/76
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BRADSHAW, Paul 	Forward	8+1	0	0	1	0	0	1	0	0
										
BRENNAN, Ian 	Full Back	2+1	0	0	0	0	0	1	0	0
										
CARR, Kevin 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
CASPER, Frank 	Forward	4+2	1	0	0	0	0	0	0	0
										
COLLINS, Doug 	Midfielder	14	0	0	0	0	0	3	0	0
										
DOCHERTY, Mike 	Full Back	22	0	0	1	0	0	4	0	0
										
FLETCHER, Paul 	Forward	17	2	0	0	0	0	1	0	0
										
FLYNN, Brian 	Midfielder	37+2	4	0	1	0	0	5	2	0
										
HANKIN, Ray 	Forward	34	13	0	1	0	0	5	1	0
										
INGHAM, Billy 	Midfielder	14+6	0	0	1	0	0	0+1	0	0
										
JAKUB, Joe 	Midfielder	1	0	0	0	0	0	0	0	0
										
JAMES, Leighton 	Winger	17	3	0	0	0	0	4	0	0
										
KENNERLEY, Kevin 	Midfielder	6	1	0	0	0	0	0	0	0
										
LOGGIE, David 	Forward	1	0	0	0+1	0	0	0+1	0	0
										
MORGAN, Willie 	Winger	12+1	0	0	1	0	0	3	1	1
										
MORLEY, Tony 	Winger	8+1	0	0	0	0	0	0	0	0
										
MORRIS, Colin 	Winger	8	0	0	0	0	0	0	0	0
										
NEWTON, Keith 	Full Back	41	2	0	1	0	0	4	0	0
										
NOBLE, Peter 	Forward	25+1	13	3	0	0	0	4	4	1
										
PARKER, Derrick 	Forward	1	1	0	0	0	0	0	0	0
										
PASHLEY, Terry 	Full Back	1	0	0	0	0	0	0	0	0
										
PEYTON, Gerry 	Goalkeeper	20	0	0	1	0	0	0	0	0
										
RODAWAY, Billy 	Central Defender	15	0	0	0	0	0	0	0	0
										
SCOTT, Derek 	Full Back	17	2	0	0	0	0	0	0	0
										
STEVENSON, Alan 	Goalkeeper	22	0	0	0	0	0	5	0	0
										
SUMMERBEE, Mike 	Winger	39	0	0	1	0	0	5	0	0
										
THOMSON, Jim 	Central Defender	40	0	0	1	0	0	5	0	0
										
WALDRON, Colin 	Central Defender	36	1	0	1	0	0	5	0	0
