,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Mesut Özil\16380240,de GER,MT,30,18,18,1438,16.0,1,2,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19,1.3,1.3,2.2,3.5,0.08,0.14,0.22,0.08,0.22,Matchs
Lucas Torreira\52611641,uy URU,MT,23,29,17,1512,16.8,1,1,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.1,2.8,0.10,0.07,0.16,0.10,0.16,Matchs
Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,21,20,15,1386,15.4,0,2,0,0,0,6,1,0.00,0.13,0.13,0.00,0.13,0.3,0.3,1.5,1.8,0.02,0.10,0.12,0.02,0.12,Matchs
Shkodran Mustafi\3f2d59fe,de GER,DF,27,15,13,1207,13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.0,0.8,0.06,0.00,0.06,0.06,0.06,Matchs
Héctor Bellerín\f874dd44,es ESP,DF,24,15,13,1158,12.9,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.3,0.8,0.04,0.02,0.06,0.04,0.06,Matchs
Calum Chambers\dc6f5bdd,eng ENG,DF,24,14,13,1102,12.2,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,0.7,1.4,0.06,0.06,0.11,0.06,0.11,Matchs
Kieran Tierney\fce2302c,sct SCO,DF,22,15,12,989,11.0,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.3,0.3,1.1,1.4,0.02,0.10,0.13,0.02,0.13,Matchs
Joe Willock\a3b03921,eng ENG,MTAT,19,29,8,857,9.5,1,1,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,2.3,2.3,0.8,3.2,0.25,0.09,0.33,0.25,0.33,Matchs
Emiliano Martínez\7956236f,ar ARG,GB,26,9,8,771,8.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Eddie Nketiah\a53649b7,eng ENG,AT,20,13,7,633,7.0,2,0,2,0,0,0,1,0.28,0.00,0.28,0.28,0.28,3.1,3.1,0.6,3.8,0.45,0.09,0.54,0.45,0.54,Matchs
Reiss Nelson\c5bdb6e3,eng ENG,AT,19,17,7,631,7.0,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.7,1.6,0.13,0.09,0.22,0.13,0.22,Matchs
Martinelli\48a5a5d6,br BRA,AT,18,14,6,663,7.4,3,0,3,0,0,1,0,0.41,0.00,0.41,0.41,0.41,2.3,2.3,0.3,2.5,0.31,0.04,0.34,0.31,0.34,Matchs
Rob Holding\d79a8c87,eng ENG,DF,23,8,6,581,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matchs
Nacho Monreal\d4cb83cc,es ESP,DF,33,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.09,0.12,0.03,0.12,Matchs
Cédric Soares\839c14e1,pt POR,DF,27,5,3,249,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matchs
Pablo Marí\aa54ec6f,es ESP,DF,25,2,2,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Henrikh Mkhitaryan\dd0daf32,am ARM,AT,30,3,1,112,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.20,0.18,0.38,0.20,0.38,Matchs
Emile Smith Rowe\17695062,eng ENG,MT,19,2,1,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Tyreece John-Jules\247e5cfc,eng ENG,AT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Matt Macey\136e7649,eng ENG,GB,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Konstantinos Mavropanos\00963611,gr GRE,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Zech Medley\692e9958,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Matthew Smith\54b6eed9,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.8,38,418,3420,38.0,56,35,53,3,3,88,5,1.47,0.92,2.39,1.39,2.32,49.2,46.9,29.9,76.9,1.30,0.79,2.08,1.24,2.02,
Total adversaire,,,26.6,38,418,3420,38.0,48,30,41,7,8,79,1,1.26,0.79,2.05,1.08,1.87,56.6,50.4,35.8,86.2,1.49,0.94,2.43,1.33,2.27,
