,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
George Baldock\394854c4,eng ENG,DF,26,38,38,3420,38.0,2,3,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,3.5,0.02,0.07,0.09,0.02,0.09,Matchs
Enda Stevens\17d4507a,ie IRL,DF,29,38,38,3345,37.2,2,4,2,0,0,7,0,0.05,0.11,0.16,0.05,0.16,1.2,1.2,4.7,5.9,0.03,0.13,0.16,0.03,0.16,Matchs
Chris Basham\1aa84968,eng ENG,DF,31,38,38,3242,36.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.0,1.6,0.01,0.03,0.04,0.01,0.04,Matchs
Oliver Norwood\43439614,nir NIR,MT,28,38,37,3090,34.3,1,1,0,1,1,8,0,0.03,0.03,0.06,0.00,0.03,1.4,0.7,4.2,4.8,0.04,0.12,0.16,0.02,0.14,Matchs
Dean Henderson\e5a76dfe,eng ENG,GB,22,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
John Egan\debe38a0,ie IRL,DF,26,36,36,3187,35.4,2,0,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,2.3,2.3,0.1,2.4,0.07,0.00,0.07,0.07,0.07,Matchs
Jack O'Connell\312626c1,eng ENG,DF,25,33,32,2916,32.4,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,1.2,1.2,2.1,3.3,0.04,0.06,0.10,0.04,0.10,Matchs
John Fleck\b63e789d,sct SCO,MT,27,30,28,2516,28.0,5,2,5,0,0,8,0,0.18,0.07,0.25,0.18,0.25,3.6,3.6,3.3,6.8,0.13,0.12,0.24,0.13,0.24,Matchs
John Lundstram\0df2b165,eng ENG,MT,25,34,26,2458,27.3,5,3,5,0,0,5,0,0.18,0.11,0.29,0.18,0.29,5.2,5.2,2.3,7.5,0.19,0.08,0.27,0.19,0.27,Matchs
Oliver McBurnie\78b8ac63,sct SCO,AT,23,36,24,2113,23.5,6,0,6,0,0,4,0,0.26,0.00,0.26,0.26,0.26,7.7,7.7,1.5,9.2,0.33,0.06,0.39,0.33,0.39,Matchs
David McGoldrick\dbe56a33,ie IRL,AT,31,28,22,1815,20.2,2,2,2,0,0,2,0,0.10,0.10,0.20,0.10,0.20,6.8,6.8,2.1,8.9,0.34,0.10,0.44,0.34,0.44,Matchs
Sander Berge\d0b6129f,no NOR,MT,21,14,12,943,10.5,1,1,1,0,0,0,0,0.10,0.10,0.19,0.10,0.19,0.5,0.5,0.4,0.9,0.04,0.04,0.09,0.04,0.09,Matchs
Lys Mousset\d9cfca3d,fr FRA,AT,23,30,11,1240,13.8,6,4,6,0,0,1,0,0.44,0.29,0.73,0.44,0.73,4.9,4.9,2.5,7.5,0.36,0.18,0.54,0.36,0.54,Matchs
Billy Sharp\e8c9f4e9,eng ENG,AT,33,25,10,1051,11.7,3,2,3,0,0,1,1,0.26,0.17,0.43,0.26,0.43,2.7,2.7,2.7,5.4,0.23,0.23,0.46,0.23,0.46,Matchs
Callum Robinson\e75750a3,ie IRL,ATMT,24,16,9,676,7.5,1,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,2.1,2.1,0.6,2.7,0.28,0.08,0.36,0.28,0.36,Matchs
Ben Osborn\79bc4c45,eng ENG,MTDF,24,13,6,594,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.2,0.05,0.13,0.18,0.05,0.18,Matchs
Jack Robinson\7399c7a8,eng ENG,DF,25,6,6,504,5.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04,Matchs
Luke Freeman\636b64cd,eng ENG,MT,27,11,3,366,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09,Matchs
Muhamed Bešić\7ca9f0f0,ba BIH,MT,26,9,2,250,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.03,0.08,0.05,0.08,Matchs
Phil Jagielka\3233eefd,eng ENG,DF,36,6,2,244,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Simon Moore\e7434f04,eng ENG,GB,29,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Richairo Živković\d2d74d9c,nl NED,AT,22,5,0,112,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.03,0.13,0.16,0.03,0.16,Matchs
Leon Clarke\91c975a0,eng ENG,ATMT,34,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.85,0.00,0.85,0.85,0.85,Matchs
Jack Rodwell\a07579ee,eng ENG,MT,28,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ravel Morrison\bf59c794,jm JAM,MT,26,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.15,0.00,0.15,0.15,0.15,Matchs
Kieron Freeman\c13c24c8,wls WAL,AT,27,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jake Eastwood\54d9b72d,eng ENG,GB,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Panagiotis Retsos\4bd00a50,gr GRE,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Richard Stearman\9a3a436e,eng ENG,DF,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Michael Verrips\424595d5,nl NED,GB,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.9,38,418,3420,38.0,36,25,35,1,1,63,2,0.95,0.66,1.61,0.92,1.58,41.5,40.8,31.5,72.3,1.09,0.83,1.92,1.07,1.90,
Total adversaire,,,26.7,38,418,3420,38.0,39,28,38,1,3,46,0,1.03,0.74,1.76,1.00,1.74,47.9,45.6,34.0,79.6,1.26,0.89,2.16,1.20,2.10,
