,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Kelechi Iheanacho\c92e1a31,ng NGA,ATMT,22,20,12,960,10.7,5,3,5,0,0,1,0,0.47,0.28,0.75,0.47,0.75,4.8,4.8,2.4,7.2,0.45,0.23,0.67,0.45,0.67,Matchs
James Justin\fb614c44,eng ENG,DF,21,13,11,1012,11.2,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.1,1.5,0.04,0.10,0.14,0.04,0.14,Matchs
Hamza Choudhury\7d2d3329,eng ENG,MT,21,20,10,893,9.9,1,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.5,0.5,0.1,0.6,0.05,0.01,0.06,0.05,0.06,Matchs
Marc Albrighton\b827d5b3,eng ENG,MTDF,29,20,9,867,9.6,0,3,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,0.6,0.6,2.0,2.6,0.06,0.20,0.27,0.06,0.27,Matchs
Christian Fuchs\a67a09fb,at AUT,DF,33,11,8,772,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matchs
Wes Morgan\80c31c97,jm JAM,DF,35,11,4,436,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matchs
Nampalys Mendy\1598599e,sn SEN,MT,27,7,4,291,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04,Matchs
Demarai Gray\4468ec10,eng ENG,MTAT,23,21,3,622,6.9,2,3,2,0,1,1,0,0.29,0.43,0.72,0.29,0.72,2.5,1.7,1.7,3.4,0.36,0.24,0.60,0.25,0.49,Matchs
Ryan Bennett\0bad4516,eng ENG,DF,29,5,3,331,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Luke Thomas\fc027d02,eng ENG,DF,18,3,3,267,3.0,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.0,0.0,0.9,0.9,0.00,0.32,0.32,0.00,0.32,Matchs
George Hirst\78e87179,eng ENG,AT,20,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.96,0.00,0.96,0.96,0.96,Matchs
Matty James\ebd0a048,eng ENG,MT,28,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Filip Benković\305a3820,hr CRO,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Darnell Johnson\8eaf6aea,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Danny Ward\d3ce0e89,wls WAL,GB,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.1,38,418,3420,38.0,65,48,60,5,7,43,3,1.71,1.26,2.97,1.58,2.84,61.6,56.2,44.0,100.3,1.62,1.16,2.78,1.48,2.64,
Total adversaire,,,26.6,38,418,3420,38.0,39,26,31,8,10,69,3,1.03,0.68,1.71,0.82,1.50,44.5,37.0,28.7,65.7,1.17,0.76,1.93,0.97,1.73,
