,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Kasper Schmeichel\53af52f3,dk DEN,GB,32,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01,Matchs
Jonny Evans\f8fcd2a5,nir NIR,DF,31,38,38,3383,37.6,1,1,1,0,0,8,1,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,3.2,0.07,0.02,0.09,0.07,0.09,Matchs
Çağlar Söyüncü\21166ff4,tr TUR,DF,23,34,34,3036,33.7,1,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,2.3,2.3,0.3,2.6,0.07,0.01,0.08,0.07,0.08,Matchs
Jamie Vardy\45963054,eng ENG,AT,32,35,34,3033,33.7,23,5,19,4,5,2,0,0.68,0.15,0.83,0.56,0.71,20.3,16.5,5.5,22.0,0.60,0.16,0.77,0.49,0.65,Matchs
Youri Tielemans\56f7a928,be BEL,MT,22,37,32,2828,31.4,3,6,3,0,0,2,0,0.10,0.19,0.29,0.10,0.29,3.3,3.3,5.4,8.7,0.10,0.17,0.28,0.10,0.28,Matchs
Wilfred Ndidi\6b47c5db,ng NGA,MT,22,32,29,2674,29.7,2,1,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,1.9,1.9,0.4,2.3,0.06,0.01,0.08,0.06,0.08,Matchs
James Maddison\ee38d9c5,eng ENG,MT,22,31,29,2624,29.2,6,3,6,0,0,4,0,0.21,0.10,0.31,0.21,0.31,4.9,4.9,7.4,12.3,0.17,0.25,0.42,0.17,0.42,Matchs
Ricardo Pereira\75a72a99,pt POR,DF,25,28,28,2520,28.0,3,2,3,0,0,1,0,0.11,0.07,0.18,0.11,0.18,1.1,1.0,3.6,4.6,0.04,0.13,0.17,0.04,0.16,Matchs
Ben Chilwell\d2424d1b,eng ENG,DF,22,27,27,2373,26.4,3,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,1.0,1.0,3.6,4.6,0.04,0.14,0.17,0.04,0.17,Matchs
Ayoze Pérez\819aa8e7,es ESP,MTAT,26,33,26,2004,22.3,8,4,7,1,1,0,0,0.36,0.18,0.54,0.31,0.49,5.7,4.9,4.0,8.9,0.26,0.18,0.43,0.22,0.40,Matchs
Harvey Barnes\3ea50f67,eng ENG,MTAT,21,36,24,2083,23.1,6,8,6,0,0,0,0,0.26,0.35,0.60,0.26,0.60,8.7,8.7,3.5,12.2,0.38,0.15,0.53,0.38,0.53,Matchs
Dennis Praet\86695068,be BEL,MT,25,27,12,1134,12.6,1,2,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24,1.4,1.4,0.8,2.2,0.11,0.07,0.17,0.11,0.17,Matchs
