,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Peter Schmeichel\f1fe7ffe,dk DEN,GB,34,34,34,3015,33.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gary Neville\1b013e33,eng ENG,DF,23,34,34,2999,33.3,1,3,1,0,0,6,1,0.03,0.09,0.12,0.03,0.12,Matchs
David Beckham\53539318,eng ENG,MT,23,34,33,2884,32.0,6,11,6,0,0,5,0,0.19,0.34,0.53,0.19,0.53,Matchs
Dwight Yorke\2d0a99d3,tt TRI,ATMT,26,33,33,2876,32.0,18,11,18,0,1,2,0,0.56,0.34,0.91,0.56,0.91,Matchs
Roy Keane\8f218498,ie IRL,MT,26,34,33,2866,31.8,2,0,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matchs
Jaap Stam\7c48a3ec,nl NED,DF,26,30,30,2524,28.0,1,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,Matchs
Andy Cole\b6638a2c,eng ENG,AT,26,32,26,2355,26.2,17,3,17,0,0,3,0,0.65,0.11,0.76,0.65,0.76,Matchs
Denis Irwin\9d080c30,ie IRL,DF,32,29,26,2302,25.6,2,2,0,2,3,3,1,0.08,0.08,0.16,0.00,0.08,Matchs
Paul Scholes\24a3a72c,eng ENG,MT,23,31,24,2138,23.8,6,7,6,0,0,7,0,0.25,0.29,0.55,0.25,0.55,Matchs
Nicky Butt\616b3f9a,eng ENG,DFMT,23,31,22,2082,23.1,2,3,2,0,0,3,1,0.09,0.13,0.22,0.09,0.22,Matchs
Ryan Giggs\561de8d0,wls WAL,ATMT,24,24,20,1722,19.1,3,2,3,0,0,1,0,0.16,0.10,0.26,0.16,0.26,Matchs
Jesper Blomqvist\b51b5dd2,se SWE,DFMT,24,25,20,1635,18.2,1,3,1,0,0,2,0,0.06,0.17,0.22,0.06,0.22,Matchs
Phil Neville\3db5e0ec,eng ENG,DFMT,21,28,19,1797,20.0,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matchs
Ronny Johnsen\02f25c21,no NOR,DF,29,22,19,1763,19.6,3,1,3,0,0,2,0,0.15,0.05,0.20,0.15,0.20,Matchs
Wes Brown\659ccc97,eng ENG,DF,18,14,11,947,10.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Henning Berg\ad77f84e,no NOR,DF,28,16,10,1083,12.0,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matchs
Ole Gunnar Solskjær\65cb97b8,no NOR,AT,25,19,9,859,9.5,12,1,12,0,0,0,0,1.26,0.10,1.36,1.26,1.36,Matchs
Teddy Sheringham\4e56eef6,eng ENG,AT,32,17,7,748,8.3,2,3,2,0,0,4,0,0.24,0.36,0.60,0.24,0.60,Matchs
David May\1c719a79,eng ENG,DF,28,6,4,421,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Raimond van der Gouw\0d2e1195,nl NED,GB,35,5,4,405,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
John Curtis\3edb83bf,eng ENG,DF,19,4,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jordi Cruyff\7ebf561b,nl NED,ATMT,24,5,0,85,0.9,2,1,2,0,0,0,0,2.12,1.06,3.18,2.12,3.18,Matchs
Jonathan Greening\892c1d7a,eng ENG,MT,19,3,0,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,26.5,38,419,,,78,62,76,2,4,58,3,2.05,1.63,3.68,2.00,3.63,
Total adversaire,,,26.5,38,,,,,,,,,,,,,,,,
