,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Reece James\1265a93a,eng ENG,DF,19,24,16,1515,16.8,0,2,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.7,0.7,3.2,4.0,0.04,0.19,0.24,0.04,0.24,Matchs
Marcos Alonso\f4290206,es ESP,DF,28,18,15,1430,15.9,4,2,4,0,0,4,0,0.25,0.13,0.38,0.25,0.38,2.0,2.0,2.2,4.2,0.13,0.14,0.26,0.13,0.26,Matchs
Fikayo Tomori\7edfbb8a,eng ENG,DF,21,15,15,1291,14.3,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.2,0.7,0.04,0.01,0.05,0.04,0.05,Matchs
Ross Barkley\3a24769f,eng ENG,MT,25,21,13,1103,12.3,1,4,1,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.2,2.2,2.8,4.9,0.18,0.23,0.40,0.18,0.40,Matchs
Emerson Palmieri\e0bc6fdc,it ITA,DF,24,15,13,1024,11.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.4,2.4,0.09,0.13,0.21,0.09,0.21,Matchs
Olivier Giroud\16ceb862,fr FRA,AT,32,18,12,993,11.0,8,0,8,0,0,1,0,0.73,0.00,0.73,0.73,0.73,6.7,6.7,1.2,7.8,0.60,0.11,0.71,0.60,0.71,Matchs
Pedro\3ca7254a,es ESP,AT,32,11,8,661,7.3,1,1,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27,2.8,2.8,0.8,3.6,0.38,0.11,0.48,0.38,0.48,Matchs
Callum Hudson-Odoi\15f3ec41,eng ENG,AT,18,22,7,863,9.6,1,5,1,0,0,1,0,0.10,0.52,0.63,0.10,0.63,1.7,1.7,2.7,4.3,0.18,0.28,0.45,0.18,0.45,Matchs
Willy Caballero\a179d516,ar ARG,GB,37,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ruben Loftus-Cheek\e97fd090,eng ENG,MTAT,23,7,2,208,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.5,0.5,0.3,0.8,0.23,0.13,0.36,0.23,0.36,Matchs
Billy Gilmour\df10e27c,sct SCO,MT,18,6,2,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.07,0.08,0.01,0.08,Matchs
Michy Batshuayi\2973d8ff,be BEL,AT,25,16,1,239,2.7,1,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,2.4,0.84,0.07,0.91,0.84,0.91,Matchs
Tariq Lamptey\f4e433d4,eng ENG,DF,18,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.32,0.32,0.00,0.32,Matchs
Faustino Anjorin\b105919e,eng ENG,AT,17,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matchs
Armando Broja\97220da2,al ALB,AT,17,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Lewis Bate\cd4256d3,eng ENG,MT,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Marc Guéhi\d0706b27,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kenedy\5eebbfdf,br BRA,ATMT,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.5,38,418,3420,38.0,69,46,62,7,7,60,0,1.82,1.21,3.03,1.63,2.84,66.6,61.7,46.2,107.9,1.75,1.22,2.97,1.62,2.84,
Total adversaire,,,26.4,38,418,3420,38.0,51,36,49,2,2,76,3,1.34,0.95,2.29,1.29,2.24,37.9,36.4,26.0,62.4,1.00,0.68,1.68,0.96,1.64,
