,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Toby Alderweireld\f7d50789,be BEL,DF,30,33,33,2957,32.9,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,1.1,2.2,0.03,0.03,0.07,0.03,0.07,Matchs
Serge Aurier\5c2b4f07,ci CIV,DF,26,33,31,2700,30.0,1,5,1,0,0,4,1,0.03,0.17,0.20,0.03,0.20,0.6,0.6,2.8,3.4,0.02,0.09,0.11,0.02,0.11,Matchs
Harry Kane\21a66f6a,eng ENG,AT,26,29,29,2587,28.7,18,2,16,2,2,4,0,0.63,0.07,0.70,0.56,0.63,10.5,9.0,2.3,11.3,0.37,0.08,0.45,0.31,0.39,Matchs
Son Heung-min\92e7e919,kr KOR,ATMT,27,30,28,2476,27.5,11,10,11,0,1,0,2,0.40,0.36,0.76,0.40,0.76,8.9,8.0,7.0,15.0,0.32,0.25,0.58,0.29,0.55,Matchs
Moussa Sissoko\2acd49b9,fr FRA,MT,29,29,28,2452,27.2,2,1,2,0,0,8,0,0.07,0.04,0.11,0.07,0.11,2.4,2.4,1.1,3.5,0.09,0.04,0.13,0.09,0.13,Matchs
Davinson Sánchez\da7b447d,co COL,DF,23,29,27,2431,27.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.02,0.00,0.02,0.02,0.02,Matchs
Harry Winks\2f7acede,eng ENG,MT,23,31,26,2221,24.7,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.1,1.6,0.02,0.05,0.07,0.02,0.07,Matchs
Lucas Moura\2b622f01,br BRA,ATMT,26,35,25,2242,24.9,4,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,5.9,5.9,2.4,8.3,0.24,0.10,0.33,0.24,0.33,Matchs
Dele Alli\cea4ee8f,eng ENG,MTAT,23,25,21,1847,20.5,8,4,7,1,1,2,0,0.39,0.19,0.58,0.34,0.54,7.1,6.3,2.0,8.3,0.35,0.10,0.44,0.31,0.40,Matchs
Hugo Lloris\8f62b6ee,fr FRA,GB,32,21,21,1807,20.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jan Vertonghen\ba23a904,be BEL,DF,32,23,19,1645,18.3,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,1.0,1.2,0.02,0.05,0.07,0.02,0.07,Matchs
Paulo Gazzaniga\63d17038,ar ARG,GB,27,18,17,1613,17.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matchs
Ben Davies\44781702,wls WAL,DF,26,18,16,1431,15.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.9,0.01,0.04,0.05,0.01,0.05,Matchs
Giovani Lo Celso\d7553721,ar ARG,MTAT,23,28,15,1492,16.6,0,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,1.2,1.2,2.1,3.3,0.08,0.12,0.20,0.08,0.20,Matchs
Eric Dier\ac861941,eng ENG,DFMT,25,19,15,1344,14.9,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,0.1,1.1,0.07,0.01,0.07,0.07,0.07,Matchs
Érik Lamela\abe66106,ar ARG,MTAT,27,25,12,1215,13.5,2,1,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,2.7,2.7,1.6,4.3,0.20,0.12,0.32,0.20,0.32,Matchs
Tanguy Ndombele\5cdddffa,fr FRA,MT,22,21,12,1009,11.2,2,2,2,0,0,3,0,0.18,0.18,0.36,0.18,0.36,0.4,0.4,1.2,1.7,0.04,0.11,0.15,0.04,0.15,Matchs
Christian Eriksen\980522ec,dk DEN,MTAT,27,20,10,1097,12.2,2,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,2.0,3.9,0.16,0.16,0.32,0.16,0.32,Matchs
Danny Rose\89d10e53,eng ENG,DF,29,12,10,893,9.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.02,0.07,0.09,0.02,0.09,Matchs
Steven Bergwijn\a29b1131,nl NED,ATMT,21,14,8,704,7.8,3,1,3,0,0,2,0,0.38,0.13,0.51,0.38,0.51,1.2,1.2,1.0,2.2,0.15,0.13,0.28,0.15,0.28,Matchs
Japhet Tanganga\e9971f2d,eng ENG,DF,20,6,6,525,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matchs
Ryan Sessegnon\6aa3e78b,eng ENG,DF,19,6,4,342,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matchs
Kyle Walker-Peters\984a5a64,eng ENG,DF,22,3,3,241,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matchs
Oliver Skipp\6250083a,eng ENG,MTDF,18,7,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Juan Foyth\6c7762c3,ar ARG,DF,21,4,1,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matchs
Gedson Fernandes\e2dde94c,pt POR,MTDF,20,7,0,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.07,0.22,0.29,0.07,0.29,Matchs
Victor Wanyama\e0900238,ke KEN,MT,28,2,0,25,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Troy Parrott\4357f557,ie IRL,MTDF,17,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Georges-Kévin N'Koudou\76c131da,fr FRA,AT,24,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.63,0.00,0.63,0.63,0.63,Matchs
Brandon Austin\5e253986,eng ENG,GB,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Dennis Cirken\307ea3b6,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Michel Vorm\1bebde9d,nl NED,GB,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Harvey White\4d90ce8c,eng ENG,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Alfie Whiteman\3f2587ee,eng ENG,GB,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.7,38,418,3420,38.0,56,39,53,3,4,84,3,1.47,1.03,2.50,1.39,2.42,46.1,43.0,30.8,73.8,1.21,0.81,2.02,1.13,1.94,
Total adversaire,,,26.7,38,418,3420,38.0,45,27,40,5,7,83,1,1.18,0.71,1.89,1.05,1.76,52.0,46.9,33.8,80.8,1.37,0.89,2.26,1.24,2.13,
