,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Declan Rice\1c7012b8,eng ENG,MT,20,38,38,3420,38.0,1,3,1,0,0,6,0,0.03,0.08,0.11,0.03,0.11,1.1,1.1,1.5,2.6,0.03,0.04,0.07,0.03,0.07,Matchs
Mark Noble\ff527768,eng ENG,MT,32,33,32,2674,29.7,4,3,1,3,3,5,0,0.13,0.10,0.24,0.03,0.13,2.8,0.5,2.9,3.4,0.09,0.10,0.19,0.02,0.12,Matchs
Angelo Ogbonna\74b2cd7e,it ITA,DF,31,31,31,2786,31.0,2,0,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.4,1.4,0.1,1.5,0.05,0.00,0.05,0.05,0.05,Matchs
Issa Diop\a712ca2b,fr FRA,DF,22,32,31,2766,30.7,3,1,3,0,0,8,0,0.10,0.03,0.13,0.10,0.13,1.6,1.6,0.9,2.5,0.05,0.03,0.08,0.05,0.08,Matchs
Aaron Cresswell\4f974391,eng ENG,DF,29,31,31,2727,30.3,3,0,3,0,0,7,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,1.8,3.1,0.04,0.06,0.10,0.04,0.10,Matchs
Ryan Fredericks\c067631c,eng ENG,DF,26,27,25,2237,24.9,0,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,2.6,2.7,0.01,0.10,0.11,0.01,0.11,Matchs
Łukasz Fabiański\9328b835,pl POL,GB,34,25,25,2117,23.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Sébastien Haller\ba115a40,ci CIV,AT,25,32,24,2266,25.2,7,1,7,0,0,1,0,0.28,0.04,0.32,0.28,0.32,7.7,7.7,1.9,9.7,0.31,0.08,0.38,0.31,0.38,Matchs
Pablo Fornals\82927de4,es ESP,MTAT,23,36,24,2172,24.1,2,5,2,0,0,3,0,0.08,0.21,0.29,0.08,0.29,2.9,2.9,2.2,5.0,0.12,0.09,0.21,0.12,0.21,Matchs
Felipe Anderson\9f1893b9,br BRA,MTAT,26,25,20,1497,16.6,1,4,1,0,0,1,0,0.06,0.24,0.30,0.06,0.30,2.5,2.5,3.1,5.5,0.15,0.19,0.33,0.15,0.33,Matchs
Michail Antonio\ac05f970,jm JAM,AT,29,24,19,1768,19.6,10,3,9,1,1,3,0,0.51,0.15,0.66,0.46,0.61,11.7,10.9,2.7,13.6,0.59,0.14,0.73,0.56,0.69,Matchs
Robert Snodgrass\9f4647e9,sct SCO,MTAT,31,24,17,1509,16.8,5,5,5,0,0,4,0,0.30,0.30,0.60,0.30,0.60,2.8,2.8,2.8,5.6,0.17,0.17,0.33,0.17,0.33,Matchs
