,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Manuel Lanzini\26f6dca8,ar ARG,MTAT,26,24,14,1379,15.3,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,2.0,2.0,2.5,4.5,0.13,0.16,0.29,0.13,0.29,Matchs
Fabián Balbuena\3626f7d9,py PAR,DF,27,17,13,1177,13.1,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.0,1.7,0.13,0.00,0.13,0.13,0.13,Matchs
Tomáš Souček\6613c819,cz CZE,MT,24,13,12,1040,11.6,3,0,3,0,0,0,0,0.26,0.00,0.26,0.26,0.26,2.2,2.2,0.5,2.7,0.19,0.04,0.23,0.19,0.23,Matchs
Jarrod Bowen\79c84d1c,eng ENG,AT,22,13,11,917,10.2,1,4,1,0,0,0,0,0.10,0.39,0.49,0.10,0.49,1.7,1.7,2.2,3.9,0.17,0.22,0.38,0.17,0.38,Matchs
Andriy Yarmolenko\849c826a,ua UKR,MTAT,29,23,10,991,11.0,5,1,5,0,0,2,0,0.45,0.09,0.54,0.45,0.54,2.1,2.1,2.7,4.7,0.19,0.24,0.43,0.19,0.43,Matchs
Arthur Masuaku\57df7a11,cd COD,DF,25,17,10,937,10.4,0,1,0,0,0,6,1,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.0,1.1,0.01,0.10,0.11,0.01,0.11,Matchs
Roberto\ba3ca78f,es ESP,GB,33,8,7,687,7.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Pablo Zabaleta\6813ac34,ar ARG,DF,34,10,6,592,6.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.01,0.06,0.07,0.01,0.07,Matchs
Jeremy Ngakia\3631ad41,eng ENG,DF,18,5,5,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matchs
David Martin\07666c20,eng ENG,GB,33,5,4,436,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ben Johnson\9319781b,eng ENG,DF,19,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.05,0.06,0.00,0.06,Matchs
Jack Wilshere\9c318325,eng ENG,MT,27,8,2,215,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Darren Randolph\6385ebfb,ie IRL,GB,32,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Carlos Sánchez\50b51fac,co COL,MTDF,33,6,1,117,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Javier Hernández\189cee7b,mx MEX,AT,31,2,1,107,1.2,1,0,1,0,0,0,0,0.84,0.00,0.84,0.84,0.84,0.8,0.8,0.0,0.8,0.68,0.00,0.68,0.68,0.68,Matchs
Albian Ajeti\2b1c4abd,ch SUI,MTAT,22,9,0,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.07,0.03,0.11,0.07,0.11,Matchs
Nathan Holland\45ab2170,eng ENG,MT,21,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.13,0.00,0.13,0.13,0.13,Matchs
Joseph Anang\21a866b7,eng ENG,GB,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Gonçalo Cardoso\47760615,pt POR,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Conor Coventry\a5ca9127,ie IRL,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Bernardo Costa Da Rosa\cd3112d5,br BRA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Alfie Lewis\548e5d9f,eng ENG,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Winston Reid\562eed5c,nz NZL,DF,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Xande Silva\15d561fa,pt POR,AT,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.4,38,418,3420,38.0,49,36,45,4,4,64,1,1.29,0.95,2.24,1.18,2.13,46.2,43.2,31.8,75.0,1.22,0.84,2.05,1.14,1.97,
Total adversaire,,,26.6,38,418,3420,38.0,59,49,54,5,6,45,0,1.55,1.29,2.84,1.42,2.71,61.1,56.5,46.1,102.6,1.61,1.21,2.82,1.49,2.70,
