-- League --	--- FA Cup ---	---- Other ----

1948/49
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BLACK, Andy 	Inside Forward	35	11	0	0	0	0	0	0	0
										
BOOTLE, Billy 	Winger	2	0	0	0	0	0	0	0	0
										
CLARKE, Roy 	Winger	34	6	0	1	0	0	0	0	0
										
EMPTAGE, Albert 	Wing Half	27	1	0	1	0	0	0	0	0
										
FAGAN, Joe 	Central Defender	42	0	0	1	0	0	0	0	0
										
FARRAR, John 	Wing Half	0	0	0	0	0	0	0	0	0
										
GILL, Ray 	Full Back	1	0	0	0	0	0	0	0	0
										
GODWIN, Verdi 	Centre Forward	8	3	0	0	0	0	0	0	0
										
GREENWOOD, John 	Wing Half	1	0	0	0	0	0	0	0	0
										
HART, Johnny 	Inside Forward	12	1	0	1	0	0	0	0	0
										
HOGAN, Billy 	Winger	3	0	0	0	0	0	0	0	0
										
JONES, Bill 	Centre Forward	2	0	0	0	0	0	0	0	0
										
LINACRE, Billy 	Winger	40	2	0	1	0	0	0	0	0
										
MCDOWALL, Les 	Central Defender	16	1	1	0	0	0	0	0	0
										
MCMORRAN, Eddie 	Inside Forward	4	2	0	0	0	0	0	0	0
										
MUNRO, Jimmy 	Winger	3	1	0	0	0	0	0	0	0
										
OAKES, Jackie 	Winger	34	5	0	1	0	0	0	0	0
										
PHILLIPS, Ernie 	Full Back	3	0	0	0	0	0	0	0	0
										
PRESCOTT, Jimmy 	Inside Forward	0	0	0	0	0	0	0	0	0
										
RAFFERTY, Jim 	Wing Half	0	0	0	0	0	0	0	0	0
										
RIGBY, Eddie 	Wing Half	0	0	0	0	0	0	0	0	0
										
SMITH, George 	Inside Forward	32	12	0	1	0	0	0	0	0
										
SPROSTON, Bert 	Full Back	25	1	0	0	0	0	0	0	0
										
SWIFT, Frank 	Goalkeeper	35	0	0	1	0	0	0	0	0
										
THURLOW, Alec 	Goalkeeper	7	0	0	0	0	0	0	0	0
										
TYRER, Arthur 	Wing Half	0	0	0	0	0	0	0	0	0
										
WALSH, Billy 	Wing Half	39	0	0	1	0	0	0	0	0
										
WESTWOOD, Eric 	Full Back	42	0	0	1	0	0	0	0	0
										
WILLIAMS, Eric 	Full Back	15	0	0	1	0	0	0	0	0
