	-- League --	--- FA Cup ---	---- Other ----

1987/88
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
AGANA, Tony	Forward	
										
ALLEN, Malcolm	Forward	
										
BARDSLEY, David	Full Back	
										
BLISSETT, Luther	Forward	
										
CHIVERS, Gary	Full Back	
										
COTON, Tony	Goalkeeper	
										
DOHERTY, Neil	Winger	
										
GIBBS, Nigel	Full Back	
										
HENRY, Liburd	Forward	
										
HETHERSTON, Peter	Midfielder	
										
HILL, Richard	Midfielder	
										
HODGES, Glyn	Winger	
										
HOLDEN, Rick	Winger	
										
HOLDSWORTH, Dean	Forward	
										
HOLDSWORTH, David	Central Defender	
										
JACKETT, Kenny	Midfielder	
										
KUHL, Martin	Midfielder	
										
MCCLELLAND, John	Central Defender	
										
MORRIS, Mark	Central Defender	
										
PORTER, Gary	Midfielder	
										
POWELL, Cliff	Full Back	
										
PULLAN, Chris	Midfielder	
										
REES, Mel	Goalkeeper	
										
RIMMER, Stuart	Forward	
										
ROBERTS, Iwan	Forward	
										
ROSTRON, Wilf	Full Back	
										
RUMBLE, Paul	Full Back	
										
SENIOR, Trevor	Forward	
										
SHERWOOD, Tim	Midfielder	
										
STERLING, Worrell	Winger	
										
TERRY, Steve	Central Defender	
										
THOMAS, Rod	Winger
