-- League --	--- FA Cup ---	---- Other ----

1987/88
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ALBISTON, Arthur 	Full Back	5+6	0	0	0	0	0	0	0	0
										
ANDERSON, Viv 	Full Back	30+1	2	0	3	1	0	4	0	0
										
BLACKMORE, Clayton 	Full Back	15+7	3	0	1+1	0	0	3+1	0	0
										
BRUCE, Steve 	Central Defender	21	2	0	3	0	0	0	0	0
										
DAVENPORT, Peter 	Forward	21+13	5	0	1+1	0	0	3+1	1	0
										
DUXBURY, Mike 	Full Back	39	0	0	3	0	0	5	0	0
										
GARTON, Billy 	Central Defender	5+1	0	0	0	0	0	2+1	0	0
										
GIBSON, Colin 	Full Back	26+3	2	0	2	0	0	5	0	0
										
GRAHAM, Deiniol 	Forward	1	0	0	0	0	0	0+1	0	0
										
HESELTINE, Wayne 	Full Back	0	0	0	0	0	0	0	0	0
										
HOGG, Graeme 	Central Defender	9+1	0	0	2	0	0	0+1	0	0
										
HUTCHINSON, Simon 	Midfielder	0	0	0	0	0	0	0	0	0
										
MARTIN, Lee 	Full Back	0+1	0	0	0	0	0	0	0	0
										
MCCLAIR, Brian 	Forward	40	24	5	3	2	0	5	5	1
										
MCGRATH, Paul 	Central Defender	21+1	2	0	0	0	0	2	1	0
										
MORAN, Kevin 	Central Defender	20+1	0	0	1	0	0	2	0	0
										
MOSES, Remi 	Midfielder	16+1	0	0	1	0	0	1+1	0	0
										
O'BRIEN, Liam 	Midfielder	6+11	2	0	0+2	0	0	0+2	0	0
										
OLSEN, Jesper 	Winger	30+7	2	0	2+1	0	0	3+1	0	0
										
ROBSON, Bryan 	Midfielder	36	11	0	2	0	0	5	0	0
										
STRACHAN, Gordon 	Midfielder	33+3	8	0	3	0	0	5	1	0
										
TURNER, Chris 	Goalkeeper	24	0	0	3	0	0	3	0	0
										
WALSH, Gary 	Goalkeeper	16	0	0	0	0	0	2	0	0
										
WHITESIDE, Norman 	Midfielder	26+1	7	0	3	1	0	5	2	0
