-- League --	--- FA Cup ---	---- Other ----

1987/88
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BERESFORD, Marlon 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
BRADSHAW, Carl 	Full Back	6+14	2	0	0+1	0	0	1+2	0	0
										
CHAMBERLAIN, Mark 	Winger	15+6	1	0	1+2	0	0	5+1	1	0
										
CHAPMAN, Lee 	Forward	37	19	0	4	2	0	6+1	1	0
										
CRANSON, Ian 	Central Defender	4	0	0	0	0	0	0	0	0
										
FEE, Greg 	Central Defender	7+9	0	0	0	0	0	4+1	1	0
										
GALVIN, Tony 	Winger	12+6	0	0	0	0	0	5	1	0
										
HAZEL, Des 	Winger	5+1	0	0	0	0	0	0+1	0	0
										
HIRST, David 	Forward	19+5	3	0	0	0	0	0+2	1	0
										
HODGE, Martin 	Goalkeeper	29	0	0	4	0	0	7	0	0
										
JACOBS, Wayne 	Full Back	5+1	0	0	0	0	0	4	0	0
										
JONSSON, Siggi 	Midfielder	11+2	1	0	0	0	0	1	0	0
										
MADDEN, Lawrie 	Central Defender	38	0	0	3	0	0	7	0	0
										
MARWOOD, Brian 	Winger	16+2	2	1	4	0	0	1+1	0	0
										
MAY, Larry 	Central Defender	17+1	1	0	4	0	0	3	0	0
										
MCCALL, Steve 	Midfielder	5	0	0	0	0	0	0	0	0
										
MEGSON, Gary 	Midfielder	37	2	0	4	0	0	7	0	0
										
OWEN, Gary 	Midfielder	12+2	0	0	0+2	0	0	3	0	0
										
PEARSON, Nigel 	Central Defender	19	2	0	4	0	0	2	0	0
										
PRESSMAN, Kevin 	Goalkeeper	11	0	0	0	0	0	0	0	0
										
PROCTOR, Mark 	Midfielder	35	2	0	4	0	0	2	0	0
										
SHUTT, Carl 	Forward	1	0	0	0	0	0	0	0	0
										
STERLAND, Mel 	Full Back	38	8	2	4	0	0	6	0	0
										
WEST, Colin 	Forward	23+2	7	0	4	1	0	7	4	0
										
WORTHINGTON, Nigel 	Full Back	38	0	0	4	0	0	6	0	0
