
-- League --	--- FA Cup ---	---- Other ----

1987/88
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BAIRD, Ian	Forward	
										
BALL, Kevin	Midfielder	
										
BLAKE, Noel	Central Defender	
										
CONNOR, Terry	Forward	
										
DAISH, Liam	Central Defender	
										
DARBY, Lee	Midfielder	
										
DILLON, Kevin	Midfielder	
										
FILLERY, Mike	Midfielder	
										
GILBERT, Billy	Central Defender	
										
GOSNEY, Andy	Goalkeeper	
										
HARDYMAN, Paul	Full Back	
										
HILAIRE, Vince	Winger	
										
HORNE, Barry	Midfielder	
										
KELLY, Mark	Winger	
										
KENNEDY, Mick	Midfielder	
										
KERR, John	Forward	
										
KNIGHT, Alan	Goalkeeper	
										
MARINER, Paul	Forward	
										
PERRY, Andy	Midfielder	
										
QUINN, Micky	Forward	
										
SANDFORD, Lee	Full Back	
										
SHOTTON, Malcolm	Central Defender	
										
STEWART, Ian	Winger	
										
SWAIN, Kenny	Full Back	
										
WHITEHEAD, Clive	Winger	
