,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Luka Milivojević\2ce2508a,rs SRB,MT,27,38,38,3420,38.0,12,2,2,10,11,10,0,0.32,0.05,0.37,0.05,0.11,10.9,2.6,3.4,6.0,0.29,0.09,0.38,0.07,0.16,Matchs
Patrick van Aanholt\5f09991f,nl NED,DF,27,36,36,3195,35.5,3,2,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14,2.8,2.8,3.6,6.4,0.08,0.10,0.18,0.08,0.18,Matchs
James McArthur\cee31595,sct SCO,MT,30,38,36,3058,34.0,3,6,3,0,0,7,0,0.09,0.18,0.26,0.09,0.26,4.9,4.9,3.4,8.4,0.14,0.10,0.25,0.14,0.25,Matchs
Aaron Wan-Bissaka\9e525177,eng ENG,DF,20,35,35,3134,34.8,0,3,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.6,2.0,0.01,0.05,0.06,0.01,0.06,Matchs
Wilfried Zaha\b2bc3b1f,ci CIV,AT,25,34,34,3036,33.7,10,5,10,0,0,9,1,0.30,0.15,0.44,0.30,0.44,6.6,6.6,5.4,11.9,0.19,0.16,0.35,0.19,0.35,Matchs
Andros Townsend\b28bbd58,eng ENG,ATMT,27,38,34,3009,33.4,6,4,6,0,0,1,0,0.18,0.12,0.30,0.18,0.30,4.8,4.8,5.3,10.1,0.14,0.16,0.30,0.14,0.30,Matchs
James Tomkins\e7ca0439,eng ENG,DF,29,29,29,2560,28.4,1,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,1.6,1.6,1.1,2.7,0.06,0.04,0.10,0.06,0.10,Matchs
Mamadou Sakho\87935cf3,fr FRA,DF,28,27,27,2416,26.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.02,0.00,0.02,0.02,0.02,Matchs
Cheikhou Kouyaté\8d3c902d,sn SEN,MT,28,31,21,1899,21.1,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,1.7,1.7,0.8,2.5,0.08,0.04,0.12,0.08,0.12,Matchs
Vicente Guaita\ab13a5aa,es ESP,GB,31,20,20,1754,19.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jeffrey Schlupp\3312f911,gh GHA,MT,25,30,18,1670,18.6,4,1,4,0,0,1,0,0.22,0.05,0.27,0.22,0.27,3.0,3.0,1.6,4.6,0.16,0.09,0.25,0.16,0.25,Matchs
Wayne Hennessey\76eca7e2,wls WAL,GB,31,18,17,1576,17.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Max Meyer\eba42d2b,de GER,MT,22,29,15,1416,15.7,1,2,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,2.6,2.6,1.3,3.9,0.16,0.08,0.25,0.16,0.25,Matchs
Jordan Ayew\da052c14,gh GHA,AT,26,20,14,1181,13.1,1,2,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,2.8,2.8,0.9,3.7,0.21,0.07,0.28,0.21,0.28,Matchs
Martin Kelly\d7492450,eng ENG,DF,28,13,12,1111,12.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.00,0.04,0.03,0.04,Matchs
Christian Benteke\ab070c55,be BEL,AT,27,16,9,814,9.0,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,3.5,3.5,1.2,4.7,0.38,0.13,0.52,0.38,0.52,Matchs
Michy Batshuayi\2973d8ff,be BEL,AT,24,11,9,750,8.3,5,0,5,0,0,0,0,0.60,0.00,0.60,0.60,0.60,3.5,3.5,0.1,3.6,0.43,0.01,0.43,0.43,0.43,Matchs
Scott Dann\52105203,eng ENG,DF,31,10,7,663,7.4,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matchs
Joel Ward\8a7ff278,eng ENG,DF,28,7,6,552,6.1,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.7,0.7,0.2,0.8,0.11,0.03,0.14,0.11,0.14,Matchs
Julián Speroni\8e65a5e5,ar ARG,GB,39,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Alexander Sørloth\e92cd3f7,no NOR,AT,22,12,0,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.19,0.32,0.51,0.19,0.51,Matchs
Connor Wickham\41cc19c2,eng ENG,AT,25,6,0,67,0.7,0,1,0,0,0,0,0,0.00,1.34,1.34,0.00,1.34,0.6,0.6,0.3,1.0,0.86,0.45,1.31,0.86,1.31,Matchs
Bakary Sako\381d7d54,ml MLI,MTAT,30,4,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jason Puncheon\fd3f57ce,eng ENG,MT,32,5,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Luke Dreher\d1c509d9,eng ENG,MT,19,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
