,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
David de Gea\7ba6d84e,es ESP,GB,27,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Pogba\867239d3,fr FRA,MT,25,35,34,3006,33.4,13,9,6,7,10,6,0,0.39,0.27,0.66,0.18,0.45,14.4,6.7,4.9,11.6,0.43,0.15,0.58,0.20,0.35,Matchs
Victor Lindelöf\f5deef4c,se SWE,DF,24,30,29,2601,28.9,1,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,0.6,0.6,1.1,1.7,0.02,0.04,0.06,0.02,0.06,Matchs
Luke Shaw\9c94165b,eng ENG,DF,23,29,29,2591,28.8,1,4,1,0,0,11,0,0.03,0.14,0.17,0.03,0.17,1.0,1.0,3.4,4.4,0.04,0.12,0.15,0.04,0.15,Matchs
Ashley Young\be927d03,eng ENG,DF,33,30,28,2569,28.5,2,2,2,0,0,9,1,0.07,0.07,0.14,0.07,0.14,0.4,0.4,3.3,3.7,0.01,0.12,0.13,0.01,0.13,Matchs
Nemanja Matić\eb7822d7,rs SRB,MT,29,28,28,2436,27.1,1,0,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,1.6,1.6,0.6,2.2,0.06,0.02,0.08,0.06,0.08,Matchs
Marcus Rashford\a1d5bd30,eng ENG,AT,20,33,26,2334,25.9,10,6,10,0,0,3,1,0.39,0.23,0.62,0.39,0.62,9.2,9.2,4.0,13.3,0.36,0.16,0.51,0.36,0.51,Matchs
Chris Smalling\b6964eb6,eng ENG,DF,28,24,24,2127,23.6,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.4,1.2,0.04,0.02,0.05,0.04,0.05,Matchs
Romelu Lukaku\5eae500a,be BEL,AT,25,32,22,2136,23.7,12,0,12,0,0,4,0,0.51,0.00,0.51,0.51,0.51,11.4,11.4,2.3,13.7,0.48,0.10,0.58,0.48,0.58,Matchs
Jesse Lingard\810e3c74,eng ENG,ATMT,25,27,19,1663,18.5,4,2,3,1,1,3,0,0.22,0.11,0.32,0.16,0.27,4.5,3.7,1.9,5.6,0.24,0.10,0.34,0.20,0.30,Matchs
Anthony Martial\8b788c01,fr FRA,AT,22,27,18,1621,18.0,10,2,9,1,1,2,0,0.56,0.11,0.67,0.50,0.61,5.8,5.0,2.4,7.5,0.32,0.14,0.46,0.28,0.42,Matchs
Ander Herrera\436a9dd0,es ESP,MT,28,22,16,1403,15.6,2,3,2,0,0,4,0,0.13,0.19,0.32,0.13,0.32,1.3,1.3,1.4,2.7,0.08,0.09,0.17,0.08,0.17,Matchs
Juan Mata\29733c72,es ESP,ATMT,30,22,16,1289,14.3,3,2,3,0,0,3,0,0.21,0.14,0.35,0.21,0.35,1.6,1.6,2.9,4.5,0.11,0.20,0.31,0.11,0.31,Matchs
Phil Jones\def899bd,eng ENG,DF,26,18,15,1263,14.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.5,0.9,0.03,0.04,0.07,0.03,0.07,Matchs
Fred\b853e0ad,br BRA,MT,25,17,13,1041,11.6,1,1,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.8,0.07,0.08,0.15,0.07,0.15,Matchs
Diogo Dalot\d9565625,pt POR,DFMT,19,16,12,1013,11.3,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.5,0.5,2.0,2.5,0.05,0.18,0.22,0.05,0.22,Matchs
Alexis Sánchez\2c0f8e9e,cl CHI,ATMT,29,20,9,880,9.8,1,3,1,0,0,3,0,0.10,0.31,0.41,0.10,0.41,1.3,1.3,3.1,4.4,0.13,0.32,0.45,0.13,0.45,Matchs
Scott McTominay\d93c2511,sct SCO,MTDF,21,16,9,867,9.6,2,0,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.0,1.0,0.0,1.1,0.11,0.00,0.11,0.11,0.11,Matchs
Eric Bailly\a1232f4e,ci CIV,DF,24,12,8,638,7.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matchs
Marouane Fellaini\87575fd9,be BEL,MT,30,14,6,752,8.4,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.2,0.5,0.03,0.03,0.06,0.03,0.06,Matchs
Andreas Pereira\6639e500,br BRA,MT,22,15,6,599,6.7,1,1,1,0,0,5,0,0.15,0.15,0.30,0.15,0.30,0.2,0.2,0.8,1.1,0.04,0.12,0.16,0.04,0.16,Matchs
Antonio Valencia\08aa17d0,ec ECU,DF,32,6,5,466,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.6,0.01,0.11,0.12,0.01,0.12,Matchs
Matteo Darmian\96e0490d,it ITA,DF,28,6,5,443,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matchs
Marcos Rojo\e0991c04,ar ARG,DF,28,5,2,212,2.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.11,0.00,0.11,0.11,0.11,Matchs
Mason Greenwood\58eee997,eng ENG,ATMT,16,3,1,117,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.66,0.09,0.76,0.66,0.76,Matchs
Tahith Chong\2696b6a9,nl NED,AT,18,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.18,0.00,0.18,0.18,0.18,Matchs
Angel Gomes\645a3363,eng ENG,MTAT,17,2,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.44,0.00,0.44,0.44,0.44,Matchs
James Garner\4e015693,eng ENG,MT,17,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Lee Grant\9dab6e3b,eng ENG,GB,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Sergio Romero\1e26e376,ar ARG,GB,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.3,38,418,3420,38.0,65,40,56,9,12,75,4,1.71,1.05,2.76,1.47,2.53,58.0,48.8,36.9,85.7,1.53,0.97,2.50,1.29,2.26,
Total adversaire,,,26.9,38,418,3420,38.0,51,37,45,6,6,67,1,1.34,0.97,2.32,1.18,2.16,46.7,42.1,33.3,75.4,1.23,0.88,2.10,1.11,1.98,
