	-- League --	--- FA Cup ---	---- Other ----

1920/21
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BASSINDALE, Ike	Wing Half	
										
BELL, Peter	Winger	
										
BRADBURY, Bill	Wing Half	
										
BRAIDWOOD, Ernie	Wing Half	
										
BROADBENT, Billy	Wing Half	
										
BROMILOW, William	Goalkeeper	
										
BURROWS, George	Centre Forward	
										
BUTLER, Reuben	Centre Forward	
										
BYROM, Tom	Inside Forward	
										
CAMPBELL, Sandy	Inside Forward	
										
CAMPBELL, Joe	Winger	
										
CARLISLE, Dick	Centre Half	
										
CHARLTON, Stan	Full Back	
										
EDGE, Tommy	Winger	
										
FOWEATHER, Vince	Inside Forward	
										
FREEMAN, Reg	Full Back	
										
GEE, Arthur	Centre Forward	
										
GOODWIN, Bill	Full Back	
										
GRUNDY, Harry	Full Back	
										
HALLIGAN, Billy	Inside Forward	
										
HEMSLEY, Charles	Centre Forward	
										
HOOKER, Evan	Wing Half	
										
JONES, Dicky	Wing Half	
										
MARSHALL, Alf	Wing Half	
										
MARSHALL, Jimmy	Centre Forward	
										
MATTHEWS, Howard	Goalkeeper	
										
NORD, John	Winger	
										
PARRY, Ted	Full Back	
										
PATERSON, Alex	Inside Forward	
										
PILKINGTON, Elliot	Centre Half	
										
STEWART, Bob	Full Back	
										
TATTON, Jack	Winger	
										
TAYLOR, Ted	Goalkeeper	
										
TAYLOR, Bill	Wing Half	
										
WALL, George	Winger	
										
WILSON, David	Wing Half	
