,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Robbie Earle\3a757429,jm JAM,MT,30,37,37,3291,36.6,11,4,11,0,0,2,1,0.30,0.11,0.41,0.30,0.41,Matchs
Chris Perry\2f43aa1c,eng ENG,DF,22,36,35,3173,35.3,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matchs
Kenny Cunningham\984a2038,ie IRL,DF,24,33,32,2857,31.7,0,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matchs
Alan Kimble\30dfbe94,eng ENG,DF,28,31,31,2777,30.9,0,6,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matchs
Dean Holdsworth\fdb64aeb,eng ENG,AT,26,33,31,2691,29.9,10,2,9,1,1,7,1,0.33,0.07,0.40,0.30,0.37,Matchs
Efan Ekoku\d0d589ec,ng NGA,AT,28,32,29,2345,26.1,7,3,7,0,0,5,0,0.27,0.12,0.38,0.27,0.38,Matchs
Øyvind Leonhardsen\490a8799,no NOR,MT,24,29,28,2464,27.4,4,3,4,0,0,6,0,0.15,0.11,0.26,0.15,0.26,Matchs
Vinnie Jones\eec5fbba,wls WAL,MT,30,31,27,2435,27.1,3,6,2,1,1,7,3,0.11,0.22,0.33,0.07,0.30,Matchs
Alan Reeves\4dd90468,eng ENG,DF,27,25,22,1984,22.0,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matchs
Marcus Gayle\b80303a7,jm JAM,ATMT,24,33,21,1997,22.2,5,4,5,0,0,0,0,0.23,0.18,0.41,0.23,0.41,Matchs
Paul Heald\7c9385a5,eng ENG,GB,26,18,18,1590,17.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matchs
Neil Sullivan\2ea16583,sct SCO,GB,25,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mick Harford\a8ef11f7,eng ENG,AT,36,20,16,1305,14.5,2,1,2,0,0,6,1,0.14,0.07,0.21,0.14,0.21,Matchs
Andy Thorn\5da80251,eng ENG,DF,28,14,11,859,9.5,0,3,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,Matchs
Jon Goodman\17a50e4a,ie IRL,AT,24,28,9,1047,11.6,6,1,6,0,0,0,0,0.52,0.09,0.60,0.52,0.60,Matchs
Andy Clarke\c8479463,eng ENG,AT,28,18,9,952,10.6,2,2,2,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matchs
Dean Blackwell\9ed3d8ed,eng ENG,DF,25,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gary Elkins\10a1ca0f,eng ENG,DF,29,10,7,688,7.6,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matchs
Andy Pearce\fd9d0118,eng ENG,DF,29,7,6,457,5.1,0,0,,,,1,0,0.00,0.00,0.00,,,Matchs
Jason Euell\d97fe8bd,jm JAM,ATMT,18,9,4,465,5.2,2,0,2,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matchs
Neal Ardley\124a61d8,eng ENG,MT,22,6,4,365,4.1,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matchs
Peter Fear\584ebbeb,eng ENG,MT,21,4,4,286,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Talboys\db8d0ce4,eng ENG,MT,28,5,3,354,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Hans Segers\3c3c4afb,nl NED,GB,33,4,3,276,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Scott Fitzgerald\f5416c14,ie IRL,DF,25,4,2,294,3.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matchs
Stewart Castledine\e334a7ab,eng ENG,MT,22,4,2,215,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matchs
Brian McAllister\e43b1ade,sct SCO,DF,24,2,2,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Simon Tracey\7950228f,eng ENG,GB,27,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Justin Skinner\ef9234b4,,DF,22,1,1,45,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Gary Blissett\defda41a,eng ENG,AT,31,4,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,27.0,38,421,,,54,39,52,2,2,55,7,1.42,1.03,2.45,1.37,2.39,
Total adversaire,,,26.9,38,,,,,,,,,,,,,,,,
