-- League --	--- FA Cup ---	---- Other ----

1960/61
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ADAM, Jimmy	Winger	
										
AITKEN, Charlie	Full Back	
										
BAKER, Alan	Midfielder	
										
BURROWS, Harry	Winger	
										
CROWE, Vic	Wing Half	
										
DEAKIN, Alan	Midfielder	
										
DIXON, Johnny	Inside Forward	
										
DUGDALE, Jimmy	Central Defender	
										
HALE, Alfie	Centre Forward	
										
HITCHENS, Gerry	Centre Forward	
										
HOLBUTT, Barry	Centre Forward	
										
KEELAN, Kevin	Goalkeeper	
										
KENNING, Mike	Winger	
										
LEE, Gordon	Full Back	
										
LYNN, Stan	Full Back	
										
MACEWAN, Jimmy	Winger	
										
MCMORRAN, Jimmy	Midfielder	
										
MCPARLAND, Peter	Winger	
										
MORRALL, Terry	Central Defender	
										
NEAL, John	Full Back	
										
O'NEILL, Alan	Inside Forward	
										
POTTER, Fred	Goalkeeper	
										
SAWARD, Pat	Wing Half	
										
SIDEBOTTOM, Geoff	Goalkeeper	
										
SIMS, Nigel	Goalkeeper	
										
SLEEUWENHOEK, John	Central Defender	
										
THOMSON, Bobby	Inside Forward	
										
WINTON, Doug	Full Back	
										
WYLIE, Ron	Midfielder
