,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Ruben Loftus-Cheek\e97fd090,eng ENG,MT,21,24,21,1874,20.8,2,3,2,0,0,1,0,0.10,0.14,0.24,0.10,0.24,3.6,3.6,2.8,6.4,0.17,0.13,0.31,0.17,0.31,Matchs
Jeffrey Schlupp\3312f911,gh GHA,DFMT,24,24,21,1745,19.4,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,1.2,1.2,1.2,2.4,0.06,0.06,0.13,0.06,0.13,Matchs
Joel Ward\8a7ff278,eng ENG,DF,27,19,19,1613,17.9,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.3,1.5,0.01,0.07,0.08,0.01,0.08,Matchs
Mamadou Sakho\87935cf3,fr FRA,DF,27,19,18,1600,17.8,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,1.6,1.6,1.2,2.8,0.09,0.07,0.16,0.09,0.16,Matchs
Timothy Fosu-Mensah\a9142dc3,nl NED,DF,19,21,17,1596,17.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.0,0.02,0.04,0.06,0.02,0.06,Matchs
Scott Dann\52105203,eng ENG,DF,30,17,16,1435,15.9,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,2.2,2.2,0.1,2.3,0.14,0.01,0.15,0.14,0.15,Matchs
Martin Kelly\d7492450,eng ENG,DF,27,15,12,1195,13.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.03,0.03,0.03,Matchs
Julián Speroni\8e65a5e5,ar ARG,GB,38,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Aaron Wan-Bissaka\9e525177,eng ENG,DF,19,7,7,627,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.06,0.06,0.00,0.06,Matchs
Jason Puncheon\fd3f57ce,eng ENG,MT,31,10,6,645,7.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.5,1.6,0.17,0.08,0.25,0.17,0.25,Matchs
Bakary Sako\381d7d54,ml MLI,ATMT,29,16,4,478,5.3,3,0,3,0,0,0,0,0.56,0.00,0.56,0.56,0.56,2.3,2.3,0.8,3.0,0.43,0.14,0.57,0.43,0.57,Matchs
Jaïro Riedewald\7a1f2c08,nl NED,MTDF,20,12,4,442,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.06,0.07,0.01,0.07,Matchs
Alexander Sørloth\e92cd3f7,no NOR,AT,21,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.13,0.15,0.28,0.13,0.28,Matchs
Lee Chung-yong\49b05a83,kr KOR,ATMT,29,7,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.05,0.07,0.02,0.07,Matchs
Damien Delaney\210d9ecb,ie IRL,DF,36,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Levi Lumeka\199ff86e,eng ENG,AT,18,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.26,0.00,0.26,0.26,0.26,Matchs
Freddie Ladapo\da2b8db3,eng ENG,AT,24,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Sullay Kaikai\fc166e49,sl SLE,MT,21,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Pape Souaré\46b5375e,sn SEN,DF,27,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Keshi Anderson\864a3eba,eng ENG,ATMT,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Diego Cavalieri\84e6ea11,br BRA,GB,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
James Daly\435c44b3,eng ENG,AT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Dion-Curtis Henry\156bb589,eng ENG,GB,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jarosław Jach\99246027,pl POL,DF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Nya Kirby\96b99d13,eng ENG,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jason Lokilo\fad4d5e8,be BEL,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jordon Mutch\37c408cc,eng ENG,MT,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Erdal Rakip\e150254d,mk MKD,MT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.1,38,418,3420,38.0,44,26,36,8,10,,,1.16,0.68,1.84,0.95,1.63,56.1,48.9,33.7,82.6,1.48,0.89,2.36,1.29,2.17,
Total adversaire,,,27.0,38,418,3420,38.0,53,40,51,2,2,72,3,1.39,1.05,2.45,1.34,2.39,50.6,49.1,33.9,83.0,1.33,0.89,2.22,1.29,2.18,
